Name,Price,Discount price,Category,Subcategory,Store_Name,Year,Month,Day,Standardised price per unit,Unit_each,Unit_kg,Unit_litre
Nature's Pick Red Seedless Grapes 500g,1.89,,fresh_food,fruits,Aldi,2025,2,4,3.78,0.0,1.0,0.0
Nature's Pick Watermelon Fans 300g,1.29,,fresh_food,fruits,Aldi,2025,2,4,4.3,0.0,1.0,0.0
Nature's Pick Pineapple Chunks 300g,1.49,,fresh_food,fruits,Aldi,2025,2,4,4.97,0.0,1.0,0.0
"Nature's Pick Apples, Grapes & Cheese 105g",0.99,,fresh_food,fruits,Aldi,2025,2,4,9.43,0.0,1.0,0.0
"Nature's Pick Melon, Mango & Pineapple Fingers. 240g",1.79,,fresh_food,fruits,Aldi,2025,2,4,7.46,0.0,1.0,0.0
Nature's Pick Pomegranate Seeds 200g,1.89,,fresh_food,fruits,Aldi,2025,2,4,9.45,0.0,1.0,0.0
Nature's Pick Best Of British Apples 6 Pack,1.49,,fresh_food,fruits,Aldi,2025,2,4,0.25,1.0,0.0,0.0
Nature's Pick Honeydew Melon Each,1.89,,fresh_food,fruits,Aldi,2025,2,4,1.89,1.0,0.0,0.0
The Foodie Market Yogurt Coated Raisins 5x25g,1.69,,fresh_food,fruits,Aldi,2025,2,4,13.5,0.0,1.0,0.0
The Foodie Market Strawberry Yogurt Bites 5x25g,1.69,,fresh_food,fruits,Aldi,2025,2,4,13.5,0.0,1.0,0.0
Nature's Pick Melon Medley 300g,1.69,,fresh_food,fruits,Aldi,2025,2,4,5.64,0.0,1.0,0.0
Everyday Essentials Apples 6 Pack,1.19,,fresh_food,fruits,Aldi,2025,2,4,0.2,1.0,0.0,0.0
Nature's Pick Mini Watermelon Each,1.99,,fresh_food,fruits,Aldi,2025,2,4,1.99,1.0,0.0,0.0
Nature's Pick Mango Chunks 240g,1.99,,fresh_food,fruits,Aldi,2025,2,4,8.3,0.0,1.0,0.0
Nature's Pick Nectarine 1kg,2.79,,fresh_food,fruits,Aldi,2025,2,4,2.79,0.0,1.0,0.0
The Foodie Market Blackcurrant Dinos 5x20g,1.69,,fresh_food,fruits,Aldi,2025,2,4,16.9,0.0,1.0,0.0
The Foodie Market Dried Mango 100g,1.39,,fresh_food,fruits,Aldi,2025,2,4,13.9,0.0,1.0,0.0
The Foodie Market Strawberry & Banana Dino Fruit Bars 5,1.79,,fresh_food,fruits,Aldi,2025,2,4,11.899999999999999,0.0,1.0,0.0
Snackrite Strawberry Yogurt Bites 25g,0.49,,fresh_food,fruits,Aldi,2025,2,4,19.6,0.0,1.0,0.0
Snackrite Yogurt Coated Raisins 25g,0.49,,fresh_food,fruits,Aldi,2025,2,4,19.6,0.0,1.0,0.0
Snackrite Banana Yogurt Bites 25g,0.49,,fresh_food,fruits,Aldi,2025,2,4,19.6,0.0,1.0,0.0
The Foodie Market Yogurt Coated Cranberries 170g,1.19,,fresh_food,fruits,Aldi,2025,2,4,7.0,0.0,1.0,0.0
Nature's Pick Extra Large Garlic Each,0.37,,fresh_food,vegetables,Aldi,2025,2,4,0.37,1.0,0.0,0.0
"Ready, Set…Cook! Protein Noodles 300g",0.95,,fresh_food,vegetables,Aldi,2025,2,4,3.17,0.0,1.0,0.0
Inspired Cuisine Baby Potatoes With Herbs 385g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,2.58,0.0,1.0,0.0
Inspired Cuisine Crispy Potato Slices 350g,1.29,,fresh_food,vegetables,Aldi,2025,2,4,3.69,0.0,1.0,0.0
Nature's Pick Little Gem Lettuce 2 Pack,0.59,,fresh_food,vegetables,Aldi,2025,2,4,0.29,1.0,0.0,0.0
Nature's Pick Romaine Hearts 2pk,1.09,,fresh_food,vegetables,Aldi,2025,2,4,0.55,1.0,0.0,0.0
Everyday Essentials Brown Onions 1kg,0.8,,fresh_food,vegetables,Aldi,2025,2,4,0.8,0.0,1.0,0.0
Nature's Pick Iceberg Lettuce 200g,0.65,,fresh_food,vegetables,Aldi,2025,2,4,3.25,0.0,1.0,0.0
Nature's Pick Wild Rocket 60g,0.75,,fresh_food,vegetables,Aldi,2025,2,4,12.5,0.0,1.0,0.0
Nature's Pick Casserole Vegetables 600g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,1.65,0.0,1.0,0.0
Nature's Pick Shallots/ Echalion Shallots 400g,0.95,,fresh_food,vegetables,Aldi,2025,2,4,2.38,0.0,1.0,0.0
Organic Broccoli 300g,1.09,,fresh_food,vegetables,Aldi,2025,2,4,3.64,0.0,1.0,0.0
Nature's Pick Red Onions 3 Pack,0.69,,fresh_food,vegetables,Aldi,2025,2,4,0.23,1.0,0.0,0.0
Nature's Pick Vegetable Medley 480g,1.39,,fresh_food,vegetables,Aldi,2025,2,4,2.9,0.0,1.0,0.0
Nature's Pick British Sliced Mushrooms 250g,0.95,,fresh_food,vegetables,Aldi,2025,2,4,3.8,0.0,1.0,0.0
Nature's Pick Courgettes 500g,1.39,,fresh_food,vegetables,Aldi,2025,2,4,2.78,0.0,1.0,0.0
Nature's Pick Brussels Sprouts 500g,0.85,,fresh_food,vegetables,Aldi,2025,2,4,1.7,0.0,1.0,0.0
Nature's Pick Red Onions 1kg,0.95,,fresh_food,vegetables,Aldi,2025,2,4,0.95,0.0,1.0,0.0
Just Organic Carrots 750g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,1.32,0.0,1.0,0.0
Nature's Pick Baby Potatoes 1kg,1.09,,fresh_food,vegetables,Aldi,2025,2,4,1.09,0.0,1.0,0.0
Nature's Pick Closed Cup Mushrooms 400g,1.29,,fresh_food,vegetables,Aldi,2025,2,4,3.23,0.0,1.0,0.0
Nature's Pick Herby Baby Potatoes 385g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,2.58,0.0,1.0,0.0
Nature's Pick Broccoli & Cauliflower Florets 400g,1.29,,fresh_food,vegetables,Aldi,2025,2,4,3.23,0.0,1.0,0.0
Nature's Pick British Shredded Kale 200g,0.85,,fresh_food,vegetables,Aldi,2025,2,4,4.25,0.0,1.0,0.0
Nature's Pick Parsnips 500g,0.75,,fresh_food,vegetables,Aldi,2025,2,4,1.5,0.0,1.0,0.0
Everyday Essentials Potatoes 2.5kg,1.49,,fresh_food,vegetables,Aldi,2025,2,4,0.6,0.0,1.0,0.0
Nature's Pick Asparagus Tips 100g,1.4,,fresh_food,vegetables,Aldi,2025,2,4,14.0,0.0,1.0,0.0
Nature's Pick Garlic 4 Pack,0.95,,fresh_food,vegetables,Aldi,2025,2,4,0.24,1.0,0.0,0.0
Specially Selected Extra Fine Green Beans 200g,1.29,,fresh_food,vegetables,Aldi,2025,2,4,6.45,0.0,1.0,0.0
Nature's Pick Radish 240g,0.56,,fresh_food,vegetables,Aldi,2025,2,4,2.34,0.0,1.0,0.0
Nature's Pick Medium Baking Potatoes 4 Pack,0.79,,fresh_food,vegetables,Aldi,2025,2,4,0.2,1.0,0.0,0.0
"Ready, Set…Cook! Cut Basil 30g",0.52,,fresh_food,vegetables,Aldi,2025,2,4,17.34,0.0,1.0,0.0
"Ready, Set…Cook! Cut Rosemary 20g",0.52,,fresh_food,vegetables,Aldi,2025,2,4,26.0,0.0,1.0,0.0
Nature's Pick Leeks 500g,1.39,,fresh_food,vegetables,Aldi,2025,2,4,2.78,0.0,1.0,0.0
Nature's Pick Large Flat Mushrooms 250g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,3.96,0.0,1.0,0.0
Nature's Pick Potted Curly Leaf Parsley Each,0.79,,fresh_food,vegetables,Aldi,2025,2,4,0.79,1.0,0.0,0.0
Nature's Pick Potted Basil Each,0.79,,fresh_food,vegetables,Aldi,2025,2,4,0.79,1.0,0.0,0.0
Nature's Pick Potted Coriander Each,0.79,,fresh_food,vegetables,Aldi,2025,2,4,0.79,1.0,0.0,0.0
Nature's Pick Iceberg Lettuce Each,0.89,,fresh_food,vegetables,Aldi,2025,2,4,0.89,1.0,0.0,0.0
Everyday Essentials Carrots 1.5kg,0.79,,fresh_food,vegetables,Aldi,2025,2,4,0.53,0.0,1.0,0.0
Nature's Pick Ginger 125g,0.89,,fresh_food,vegetables,Aldi,2025,2,4,7.12,0.0,1.0,0.0
Everyday Essentials Mushrooms 650g,1.79,,fresh_food,vegetables,Aldi,2025,2,4,2.76,0.0,1.0,0.0
Nature's Pick Mixed Sweet Peppers 3 Pack,1.69,,fresh_food,vegetables,Aldi,2025,2,4,0.56,1.0,0.0,0.0
Nature's Pick Potatoes 2.5 Kg,1.69,,fresh_food,vegetables,Aldi,2025,2,4,0.68,0.0,1.0,0.0
Nature's Pick Asparagus Spears 250g,1.99,,fresh_food,vegetables,Aldi,2025,2,4,7.96,0.0,1.0,0.0
Nature's Pick Rainbow Salad 150g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,6.6,0.0,1.0,0.0
Nature's Pick Extra Large Onions 3 Pack,1.59,,fresh_food,vegetables,Aldi,2025,2,4,0.53,1.0,0.0,0.0
Nature's Pick Egg Noodles 410g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,2.42,0.0,1.0,0.0
Nature's Pick Carrots 1kg,0.69,,fresh_food,vegetables,Aldi,2025,2,4,0.69,0.0,1.0,0.0
Nature's Pick Brown Onions 3 Pack,0.95,,fresh_food,vegetables,Aldi,2025,2,4,0.32,1.0,0.0,0.0
Nature's Pick Mediterranean Style Vegetables 400g,1.59,,fresh_food,vegetables,Aldi,2025,2,4,3.98,0.0,1.0,0.0
Nature's Pick Green Beans 220g,0.85,,fresh_food,vegetables,Aldi,2025,2,4,3.87,0.0,1.0,0.0
Nature's Pick Sweetcorn 2 Pack,1.39,,fresh_food,vegetables,Aldi,2025,2,4,0.7,1.0,0.0,0.0
Nature's Pick Cooked Beetroot 500g,0.59,,fresh_food,vegetables,Aldi,2025,2,4,1.18,0.0,1.0,0.0
Nature's Pick Mixed Chillies 65g,0.57,,fresh_food,vegetables,Aldi,2025,2,4,8.77,0.0,1.0,0.0
Nature's Pick Stringless Beans 225g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,4.4,0.0,1.0,0.0
Nature's Pick Baby Spinach 240g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,4.13,0.0,1.0,0.0
"Ready, Set…Cook! Cut Coriander 30g",0.52,,fresh_food,vegetables,Aldi,2025,2,4,17.34,0.0,1.0,0.0
"Ready, Set…Cook! Cut Thyme 20g",0.52,,fresh_food,vegetables,Aldi,2025,2,4,26.0,0.0,1.0,0.0
"Ready, Set…Cook! Cut Parsley 30g",0.52,,fresh_food,vegetables,Aldi,2025,2,4,17.34,0.0,1.0,0.0
"Ready, Set…Cook! Cut Mint 30g",0.52,,fresh_food,vegetables,Aldi,2025,2,4,17.34,0.0,1.0,0.0
Nature's Pick Celery Each,0.75,,fresh_food,vegetables,Aldi,2025,2,4,0.75,1.0,0.0,0.0
Nature's Pick Broccoli 360g,0.79,,fresh_food,vegetables,Aldi,2025,2,4,2.2,1.0,0.0,0.0
Nature's Pick Savoy Cabbage Each,0.75,,fresh_food,vegetables,Aldi,2025,2,4,0.75,1.0,0.0,0.0
Nature's Pick Red Cabbage Each,0.75,,fresh_food,vegetables,Aldi,2025,2,4,0.75,1.0,0.0,0.0
Nature's Pick White Cabbage Each,0.75,,fresh_food,vegetables,Aldi,2025,2,4,0.75,1.0,0.0,0.0
Nature's Pick Cauliflower Each,1.19,,fresh_food,vegetables,Aldi,2025,2,4,1.19,1.0,0.0,0.0
Nature's Pick Brown Onions 1kg,0.99,,fresh_food,vegetables,Aldi,2025,2,4,0.99,0.0,1.0,0.0
Nature's Pick Carrots 500g,0.38,,fresh_food,vegetables,Aldi,2025,2,4,0.76,0.0,1.0,0.0
Nature's Pick Chantenay Carrots 500g,0.85,,fresh_food,vegetables,Aldi,2025,2,4,1.7,0.0,1.0,0.0
Nature's Pick Red Potatoes 2.5kg,1.95,,fresh_food,vegetables,Aldi,2025,2,4,0.78,0.0,1.0,0.0
Nature's Pick Maris Piper Potatoes 2.5kg,2.25,,fresh_food,vegetables,Aldi,2025,2,4,0.9,0.0,1.0,0.0
Nature's Pick Baking Potatoes 2.5kg,1.99,,fresh_food,vegetables,Aldi,2025,2,4,0.8,0.0,1.0,0.0
Nature's Pick Salad Potatoes 1kg,1.19,,fresh_food,vegetables,Aldi,2025,2,4,1.19,0.0,1.0,0.0
Nature's Pick Miniature Potatoes 500g,0.79,,fresh_food,vegetables,Aldi,2025,2,4,1.58,0.0,1.0,0.0
Nature's Pick Button Mushrooms 200g,0.95,,fresh_food,vegetables,Aldi,2025,2,4,4.75,0.0,1.0,0.0
Nature's Pick Chestnut Mushrooms 250g,0.89,,fresh_food,vegetables,Aldi,2025,2,4,3.56,0.0,1.0,0.0
Nature's Pick Mixed Peppers 3 Pack,1.59,,fresh_food,vegetables,Aldi,2025,2,4,0.53,1.0,0.0,0.0
Nature's Pick Tomato Large Vine 500g,1.19,,fresh_food,vegetables,Aldi,2025,2,4,2.38,0.0,1.0,0.0
Nature's Pick Tomato Salad 6 Pack,0.99,,fresh_food,vegetables,Aldi,2025,2,4,0.17,1.0,0.0,0.0
Nature's Pick Sweet Potato 1kg,1.19,,fresh_food,vegetables,Aldi,2025,2,4,1.19,0.0,1.0,0.0
Nature's Pick Young Spinach 450g,1.49,,fresh_food,vegetables,Aldi,2025,2,4,3.32,0.0,1.0,0.0
Everyday Essentials Parsnips 500g,0.55,,fresh_food,vegetables,Aldi,2025,2,4,1.1,0.0,1.0,0.0
"Ready, Set...Cook! Sweet & Crunchy Stir Fry 600g",1.39,,fresh_food,vegetables,Aldi,2025,2,4,2.32,0.0,1.0,0.0
Nature's Pick Tomato Baby Plum 325g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,3.05,0.0,1.0,0.0
Nature's Pick Gl: Baby Corn 145g,0.95,,fresh_food,vegetables,Aldi,2025,2,4,6.56,0.0,1.0,0.0
Nature's Pick Mangetout 160g,0.95,,fresh_food,vegetables,Aldi,2025,2,4,5.94,0.0,1.0,0.0
Nature's Pick Sugar Snap Peas 160g,0.95,,fresh_food,vegetables,Aldi,2025,2,4,5.94,0.0,1.0,0.0
Nature's Pick Sweet Leaf Salad 240g,0.75,,fresh_food,vegetables,Aldi,2025,2,4,3.13,0.0,1.0,0.0
Nature's Pick Crispy Potato Slices 350g,1.29,,fresh_food,vegetables,Aldi,2025,2,4,3.69,0.0,1.0,0.0
Albert Bartlett Potatoes 2kg,2.25,,fresh_food,vegetables,Aldi,2025,2,4,1.13,0.0,1.0,0.0
Nature's Pick Baking Potatoes Each Minimum 275g,0.24,,fresh_food,vegetables,Aldi,2025,2,4,0.24,1.0,0.0,0.0
Organic Cucumber Each,0.99,,fresh_food,vegetables,Aldi,2025,2,4,0.99,1.0,0.0,0.0
Everyday Essentials Baby Plum Tomatoes 250g,0.69,,fresh_food,vegetables,Aldi,2025,2,4,2.76,0.0,1.0,0.0
Nature's Pick Lettuce Sweet Gem 2 Pack,0.89,,fresh_food,vegetables,Aldi,2025,2,4,0.45,1.0,0.0,0.0
Specially Selected Mini San Marzano Tomatoes 250g,1.69,,fresh_food,vegetables,Aldi,2025,2,4,6.76,0.0,1.0,0.0
Nature's Pick Celery Sticks 350g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,2.83,0.0,1.0,0.0
Nature's Pick Tenderstem Broccoli 200g,1.49,,fresh_food,vegetables,Aldi,2025,2,4,7.45,0.0,1.0,0.0
Nature's Pick Purple Sprouting Broccoli 200g,1.39,,fresh_food,vegetables,Aldi,2025,2,4,6.95,0.0,1.0,0.0
Nature's Pick Carrot Batons 400g,0.89,,fresh_food,vegetables,Aldi,2025,2,4,2.23,0.0,1.0,0.0
"Nature's Pick Peas, Cabbage & Tenderstem Broccoli 240g",1.79,,fresh_food,vegetables,Aldi,2025,2,4,7.46,0.0,1.0,0.0
Specially Selected Piccolato Tomatoes 220g,1.79,,fresh_food,vegetables,Aldi,2025,2,4,8.14,0.0,1.0,0.0
Nature's Pick Red Chillies 65g,0.57,,fresh_food,vegetables,Aldi,2025,2,4,8.77,0.0,1.0,0.0
Nature's Pick Loose Red Peppers Each,0.59,,fresh_food,vegetables,Aldi,2025,2,4,0.59,1.0,0.0,0.0
Nature's Pick Bistro Salad 160g,0.69,,fresh_food,vegetables,Aldi,2025,2,4,4.32,0.0,1.0,0.0
Nature's Pick Baby Leaf Salad 110g,0.85,,fresh_food,vegetables,Aldi,2025,2,4,7.73,0.0,1.0,0.0
"Nature's Pick Watercress, Spinach & Rocket 80g",0.59,,fresh_food,vegetables,Aldi,2025,2,4,7.38,0.0,1.0,0.0
Nature's Pick Classic Salad 145g,0.69,,fresh_food,vegetables,Aldi,2025,2,4,4.76,0.0,1.0,0.0
Nature's Pick Sweet & Crispy Salad 190g,0.99,,fresh_food,vegetables,Aldi,2025,2,4,5.22,0.0,1.0,0.0
Nature's Pick Italian Style Salad 100g,0.69,,fresh_food,vegetables,Aldi,2025,2,4,6.9,0.0,1.0,0.0
