Name,Price,Category,Subcategory,Store_Name,Year,Month,Day,Standardised price per unit,Unit_each,Unit_kg,Unit_litre,Discount price
Waitrose 6 Extra Thick Smoked Dry Cured Back Bacon Rashers,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,13.34,0.0,1.0,0.0,
Waitrose Sausagemeat Stuffing Pepper & Nutmeg,4.95,fresh_food,meat_poultry,Waitrose,2024,11,19,11.0,0.0,1.0,0.0,
Essential 12 Unsmoked Streaky Bacon Rashers,2.6,fresh_food,meat_poultry,Waitrose,2024,11,19,10.4,0.0,1.0,0.0,
Essential British Beef Sirloin Steak,4.95,fresh_food,meat_poultry,Waitrose,2024,11,19,24.75,0.0,1.0,0.0,
No.1 British Free Range 6 Wild Garlic Pork Sausages,3.37,fresh_food,meat_poultry,Waitrose,2024,11,19,8.43,0.0,1.0,0.0,
Colman's Bread Sauce Mix,1.0,fresh_food,meat_poultry,Waitrose,2024,11,19,25.0,0.0,1.0,0.0,
12 British Pork Pigs in Blankets,5.25,fresh_food,meat_poultry,Waitrose,2024,11,19,20.84,0.0,1.0,0.0,
Essential British Beef Frying Steak,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,13.24,0.0,1.0,0.0,
Waitrose 20 British Lamb Meatballs,6.0,fresh_food,meat_poultry,Waitrose,2024,11,19,12.0,0.0,1.0,0.0,
Essential Smoked Bacon Lardons,2.75,fresh_food,meat_poultry,Waitrose,2024,11,19,13.75,0.0,1.0,0.0,
No.1 British Free Range Whole Chicken,12.9,fresh_food,meat_poultry,Waitrose,2024,11,19,7.95,0.0,1.0,0.0,
Waitrose Chicken Gravy,2.95,fresh_food,meat_poultry,Waitrose,2024,11,19,9.84,0.0,1.0,0.0,
"Waitrose Peas, Cabbage & Tenderstem Layers",2.4,fresh_food,meat_poultry,Waitrose,2024,11,19,9.8,0.0,1.0,0.0,
Waitrose 12 Unsmoked Dry Cured Streaky Bacon Rashers,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.0,0.0,1.0,0.0,
Bisto Best Beef Gravy Granules,3.0,fresh_food,meat_poultry,Waitrose,2024,11,19,13.100000000000001,0.0,1.0,0.0,
HECK 97% Pork Gluten Free Sausages 6 pack,2.62,fresh_food,meat_poultry,Waitrose,2024,11,19,6.55,0.0,1.0,0.0,
Essential 12 British Pork Chipolatas,1.95,fresh_food,meat_poultry,Waitrose,2024,11,19,5.74,0.0,1.0,0.0,
Waitrose British Lamb Half Leg,16.2,fresh_food,meat_poultry,Waitrose,2024,11,19,18.0,0.0,1.0,0.0,
Charlie Bigham's Lasagne for 2,9.5,fresh_food,meat_poultry,Waitrose,2024,11,19,13.77,0.0,1.0,0.0,
Waitrose Slow Cooked Beef Brisket,7.5,fresh_food,meat_poultry,Waitrose,2024,11,19,19.74,0.0,1.0,0.0,
Waitrose British Lean Pork Mince 5% Fat,3.95,fresh_food,meat_poultry,Waitrose,2024,11,19,7.9,0.0,1.0,0.0,
Waitrose British Venison Frying Steak,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,37.04,0.0,1.0,0.0,
Waitrose British Native Breeds Beef Mince 15%,6.0,fresh_food,meat_poultry,Waitrose,2024,11,19,8.0,0.0,1.0,0.0,
Waitrose British Thick Cut 2 Pork Chops,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,9.0,0.0,1.0,0.0,
Easy to Cook Cheese & Bacon Chicken Breasts,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,17.43,0.0,1.0,0.0,
Charlie Bigham's Moussaka for 1,6.0,fresh_food,meat_poultry,Waitrose,2024,11,19,17.65,0.0,1.0,0.0,
Essential British Pork Mince 8% Fat,2.75,fresh_food,meat_poultry,Waitrose,2024,11,19,5.5,0.0,1.0,0.0,
TRUEfoods Chilled Chicken Stock,3.3,fresh_food,meat_poultry,Waitrose,2024,11,19,6.6000000000000005,0.0,1.0,0.0,
Waitrose 12 British Pork & Herb Chipolatas,3.95,fresh_food,meat_poultry,Waitrose,2024,11,19,10.54,0.0,1.0,0.0,
Waitrose 2 British Lamb Leg Steaks with Mint,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,18.0,0.0,1.0,0.0,
Waitrose Beef Gravy,2.95,fresh_food,meat_poultry,Waitrose,2024,11,19,9.84,0.0,1.0,0.0,
No.1 British Pork Sausagemeat Stuffing with Onion & Sage,4.8,fresh_food,meat_poultry,Waitrose,2024,11,19,12.8,0.0,1.0,0.0,
Finnebrogue Naked Unsmoked Back Bacon,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,18.75,0.0,1.0,0.0,
Duchy Organic 20 British Beef Meatballs,3.95,fresh_food,meat_poultry,Waitrose,2024,11,19,13.17,0.0,1.0,0.0,
Waitrose Smoked British Gammon Joint,12.1,fresh_food,meat_poultry,Waitrose,2024,11,19,11.0,0.0,1.0,0.0,
Waitrose 8 Made Without Nitrite Smoked Back Bacon Rashers,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.0,0.0,1.0,0.0,
Waitrose 8 Smoked Dry Cured Extra Lean Bacon Medallions,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,20.0,0.0,1.0,0.0,
Waitrose Pork Chipolatas with Pepper & Nutmeg,3.95,fresh_food,meat_poultry,Waitrose,2024,11,19,10.54,0.0,1.0,0.0,
Easy to Cook Scottish Salmon En Croute,6.5,fresh_food,meat_poultry,Waitrose,2024,11,19,18.58,0.0,1.0,0.0,
Waitrose 8 Made Without Nitrite Unsmoked Back Bacon Rashers,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.0,0.0,1.0,0.0,
Denhay Dry Cured Streaky Smoked Bacon,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,18.75,0.0,1.0,0.0,
Gressingham Corn Fed Poussin,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,9.0,0.0,1.0,0.0,
Waitrose 4 British Pork Loin Steaks,5.4,fresh_food,meat_poultry,Waitrose,2024,11,19,11.25,0.0,1.0,0.0,
Waitrose 12 Made Without Nitrite Smoked Streaky Bacon Rashers,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.0,0.0,1.0,0.0,
Easy to Cook Garlic & Herb Chicken Breasts,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,18.52,0.0,1.0,0.0,
Waitrose Aberdeen Angus Beef Chipolatas,3.95,fresh_food,meat_poultry,Waitrose,2024,11,19,11.62,0.0,1.0,0.0,
Essential 30 British Pork Cocktail Sausages,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,9.62,0.0,1.0,0.0,
The Jolly Hog 10 Pigs in Blankets,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,21.43,0.0,1.0,0.0,
Duchy Organic 12 British Pork Chipolatas,5.25,fresh_food,meat_poultry,Waitrose,2024,11,19,15.45,0.0,1.0,0.0,
Duchy Organic British Lamb Mince 20% Fat,7.25,fresh_food,meat_poultry,Waitrose,2024,11,19,18.13,0.0,1.0,0.0,
Waitrose 12 Made Without Nitrite Unsmoked Streaky Bacon Rashers,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.0,0.0,1.0,0.0,
Waitrose 8 Unsmoked Dry Cured Extra Lean Bacon Medallions,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,20.0,0.0,1.0,0.0,
Waitrose 6 Honey & Mustard Pork Sausages,3.95,fresh_food,meat_poultry,Waitrose,2024,11,19,9.88,0.0,1.0,0.0,
Essential 4 British Pork Shoulder Steaks,4.82,fresh_food,meat_poultry,Waitrose,2024,11,19,6.75,0.0,1.0,0.0,
No.1 Free Range 2 Pork Medallions,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,18.75,0.0,1.0,0.0,
Duchy Organic British Beef Ribeye Steak,7.99,fresh_food,meat_poultry,Waitrose,2024,11,19,35.5,0.0,1.0,0.0,
Waitrose 20 British Venison Meatballs,5.1,fresh_food,meat_poultry,Waitrose,2024,11,19,17.0,0.0,1.0,0.0,
Waitrose 2 British Pork Baby Back Ribs,4.05,fresh_food,meat_poultry,Waitrose,2024,11,19,9.0,0.0,1.0,0.0,
Albert Bartlett Golden Belle Potatoes,2.2,fresh_food,meat_poultry,Waitrose,2024,11,19,1.47,0.0,1.0,0.0,
Duchy Organic British Beef 4 Burgers,4.95,fresh_food,meat_poultry,Waitrose,2024,11,19,14.56,0.0,1.0,0.0,
Waitrose 2 British Native Breed Reduced Fat Beef Burgers,3.15,fresh_food,meat_poultry,Waitrose,2024,11,19,13.88,0.0,1.0,0.0,
No.1 British Free Range 12 Pork Sausages,5.75,fresh_food,meat_poultry,Waitrose,2024,11,19,7.99,0.0,1.0,0.0,
Waitrose British Native Breed Large Beef Topside,14.95,fresh_food,meat_poultry,Waitrose,2024,11,19,14.95,0.0,1.0,0.0,
Easy to Cook Chicken Parmigiana,7.5,fresh_food,meat_poultry,Waitrose,2024,11,19,16.67,0.0,1.0,0.0,
Waitrose Sweet Cured Smoked Back Bacon with Maple Syrup,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.0,0.0,1.0,0.0,
Waitrose British Venison Mince,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.67,0.0,1.0,0.0,
The Jolly Hog 6 Proper Porkers Sausages,4.2,fresh_food,meat_poultry,Waitrose,2024,11,19,10.5,0.0,1.0,0.0,
Waitrose 2 British Beef Bavette Steaks,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,12.86,0.0,1.0,0.0,
Waitrose British Boneless Pork Loin Crackling Joint,7.85,fresh_food,meat_poultry,Waitrose,2024,11,19,9.75,0.0,1.0,0.0,
No.1 Free Range 6 Cumberland Pork Sausages,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,11.25,0.0,1.0,0.0,
Duchy Organic British Beef Sirloin Steak,8.81,fresh_food,meat_poultry,Waitrose,2024,11,19,39.0,0.0,1.0,0.0,
Essential British Beef Diced Braising Steak,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,10.0,0.0,1.0,0.0,
Essential British Lamb Ribs,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,8.0,0.0,1.0,0.0,
Waitrose 6 Chorizo Sausages,3.95,fresh_food,meat_poultry,Waitrose,2024,11,19,9.88,0.0,1.0,0.0,
"Easy to Cook Honey, Soy & Ginger Chicken Breasts",5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.56,0.0,1.0,0.0,
Essential 4 British Beef Quarterpounder Burgers,3.4,fresh_food,meat_poultry,Waitrose,2024,11,19,7.49,0.0,1.0,0.0,
Charlie Bigham's Moussaka for 2,7.95,fresh_food,meat_poultry,Waitrose,2024,11,19,12.14,0.0,1.0,0.0,
Essential British Lambs Liver,3.0,fresh_food,meat_poultry,Waitrose,2024,11,19,8.58,0.0,1.0,0.0,
Waitrose Spanish Chorizo de Navarra,3.5,fresh_food,meat_poultry,Waitrose,2024,11,19,35.0,0.0,1.0,0.0,
No.1 British Centre Cut Fillet Steak,12.0,fresh_food,meat_poultry,Waitrose,2024,11,19,60.0,0.0,1.0,0.0,
Waitrose British Native Breed Thick Cut Rump Steak,4.87,fresh_food,meat_poultry,Waitrose,2024,11,19,16.24,0.0,1.0,0.0,
Cook's ingredients Soft White Bread Crumbs,1.7,fresh_food,meat_poultry,Waitrose,2024,11,19,8.5,0.0,1.0,0.0,
Waitrose Slow Cooked Smoky Barbecue Pork Shoulder,5.75,fresh_food,meat_poultry,Waitrose,2024,11,19,13.38,0.0,1.0,0.0,
No.1 6 Free Range Unsmoked Dry Cured Back Bacon Rashers,4.75,fresh_food,meat_poultry,Waitrose,2024,11,19,23.75,0.0,1.0,0.0,
Waitrose 2 British Lamb Loin Chops,6.67,fresh_food,meat_poultry,Waitrose,2024,11,19,29.0,0.0,1.0,0.0,
No.1 Free Range Dry Cured Unsmoked Bacon Lardons,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,20.0,0.0,1.0,0.0,
Waitrose Slow Cooked Pork Shoulder with Spiced Date Sauce,4.31,fresh_food,meat_poultry,Waitrose,2024,11,19,10.78,0.0,1.0,0.0,
Waitrose Slow Cooked Red Eye Pork Ribs,6.5,fresh_food,meat_poultry,Waitrose,2024,11,19,12.15,0.0,1.0,0.0,
No.1 Free Range Pork Spare Ribs,5.02,fresh_food,meat_poultry,Waitrose,2024,11,19,9.0,0.0,1.0,0.0,
Waitrose Mango And Coconut Chicken Breast Strips,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,15.0,0.0,1.0,0.0,
Waitrose 2 British Lamb Leg Steaks,6.16,fresh_food,meat_poultry,Waitrose,2024,11,19,28.0,0.0,1.0,0.0,
Better Naked 6 Smoked Back Bacon Rashers,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,18.75,0.0,1.0,0.0,
Denhay Dry Cured Back Smoked Bacon,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,18.75,0.0,1.0,0.0,
Waitrose Peppercorn Sauce,2.5,fresh_food,meat_poultry,Waitrose,2024,11,19,13.899999999999999,0.0,1.0,0.0,
Waitrose British Pork Belly Slices,7.7,fresh_food,meat_poultry,Waitrose,2024,11,19,11.0,0.0,1.0,0.0,
Waitrose 20 Native Breed Reduced Fat Beef Meatballs,4.2,fresh_food,meat_poultry,Waitrose,2024,11,19,14.0,0.0,1.0,0.0,
Waitrose Frozen 4 Large Yorkshire Puddings,1.9,fresh_food,meat_poultry,Waitrose,2024,11,19,10.56,0.0,1.0,0.0,
Charlie Bigham's Beef Bourguignon & Dauphinoise Potatoes for 2,9.95,fresh_food,meat_poultry,Waitrose,2024,11,19,11.71,0.0,1.0,0.0,
Waitrose Italian Napoli Salami,2.75,fresh_food,meat_poultry,Waitrose,2024,11,19,39.300000000000004,0.0,1.0,0.0,
Gressingham Spatchcock Poussin Salt & Pepper,4.75,fresh_food,meat_poultry,Waitrose,2024,11,19,10.56,0.0,1.0,0.0,
Waitrose 4 British Lamb Burgers,5.75,fresh_food,meat_poultry,Waitrose,2024,11,19,12.67,0.0,1.0,0.0,
Denhay Dry Cured Back Unsmoked Bacon,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,18.75,0.0,1.0,0.0,
Essential Turnips,1.28,fresh_food,meat_poultry,Waitrose,2024,11,19,3.66,0.0,1.0,0.0,
Duchy 6 Organic Unsmoked Dry Cured Back Bacon Rashers,5.25,fresh_food,meat_poultry,Waitrose,2024,11,19,28.54,0.0,1.0,0.0,
Essential British Pork Shoulder Joint,6.67,fresh_food,meat_poultry,Waitrose,2024,11,19,5.75,0.0,1.0,0.0,
Waitrose 2 British Venison Burgers,4.3,fresh_food,meat_poultry,Waitrose,2024,11,19,18.95,0.0,1.0,0.0,
Potts' Chicken Stock,1.85,fresh_food,meat_poultry,Waitrose,2024,11,19,3.7,0.0,0.0,1.0,
Easy to Cook Beef Grills,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,12.9,0.0,1.0,0.0,
Waitrose British Rose Veal Mince,4.8,fresh_food,meat_poultry,Waitrose,2024,11,19,12.0,0.0,1.0,0.0,
Waitrose British Rose Veal Escalopes,3.74,fresh_food,meat_poultry,Waitrose,2024,11,19,32.5,0.0,1.0,0.0,
TRUEfoods Chilled Beef Stock,3.3,fresh_food,meat_poultry,Waitrose,2024,11,19,6.6000000000000005,0.0,1.0,0.0,
No.1 Wagyu 2 Beef Burgers,5.5,fresh_food,meat_poultry,Waitrose,2024,11,19,16.18,0.0,1.0,0.0,
No.1 Free Range British Unsmoked Gammon Joint,14.02,fresh_food,meat_poultry,Waitrose,2024,11,19,15.5,0.0,1.0,0.0,
Duchy Organic Chicken Breast Fillets 4,16.61,fresh_food,meat_poultry,Waitrose,2024,11,19,28.0,0.0,1.0,0.0,
Essential British Beef Rolled Brisket,10.5,fresh_food,meat_poultry,Waitrose,2024,11,19,14.0,0.0,1.0,0.0,
"Easy to Cook Lemon & Herb Chicken Breasts with Cherry Tomatoes, Olives & Feta",5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.13,0.0,1.0,0.0,
Essential Pork Stir Fry Strips,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.0,0.0,1.0,0.0,
Waitrose British Extra Trimmed Rack of Lamb,14.33,fresh_food,meat_poultry,Waitrose,2024,11,19,38.0,0.0,1.0,0.0,
Essential British Unsmoked Gammon Joint,7.0,fresh_food,meat_poultry,Waitrose,2024,11,19,9.34,0.0,1.0,0.0,
The Jolly Hog 6 Black Treacle Bacon Rashers,4.95,fresh_food,meat_poultry,Waitrose,2024,11,19,16.5,0.0,1.0,0.0,
No.1 British Free Range Pork Mince 5% Fat,5.5,fresh_food,meat_poultry,Waitrose,2024,11,19,11.0,0.0,1.0,0.0,
Goikoa Chorizo De Navarra,5.85,fresh_food,meat_poultry,Waitrose,2024,11,19,22.5,0.0,1.0,0.0,
Duchy 6 Organic Smoked Dry Cured Back Bacon Rashers,5.25,fresh_food,meat_poultry,Waitrose,2024,11,19,28.54,0.0,1.0,0.0,
Waitrose British Native Breed Thick Cut Sirloin Steak,9.5,fresh_food,meat_poultry,Waitrose,2024,11,19,31.67,0.0,1.0,0.0,
Waitrose British Native Breed Small Beef Topside,13.46,fresh_food,meat_poultry,Waitrose,2024,11,19,14.95,0.0,1.0,0.0,
No.1 Dry Aged Britsh Beef 2 Steak Burgers,5.5,fresh_food,meat_poultry,Waitrose,2024,11,19,16.18,0.0,1.0,0.0,
Essential British Unsmoked Bacon Lardons,2.75,fresh_food,meat_poultry,Waitrose,2024,11,19,13.75,0.0,1.0,0.0,
Easy to Cook Sweet Chilli Chicken Breasts,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,16.4,0.0,1.0,0.0,
No.1 10 Free Range Beech Smoked Dry Cured Streaky Bacon Rashers,4.75,fresh_food,meat_poultry,Waitrose,2024,11,19,20.66,0.0,1.0,0.0,
Waitrose British Beef Bone Marrow,2.0,fresh_food,meat_poultry,Waitrose,2024,11,19,11.77,0.0,1.0,0.0,
Waitrose British Pork Fillet,6.51,fresh_food,meat_poultry,Waitrose,2024,11,19,15.5,0.0,1.0,0.0,
Charlie Bigham's Meatballs Al Forno for 2,9.5,fresh_food,meat_poultry,Waitrose,2024,11,19,14.62,0.0,1.0,0.0,
Charlie Bigham's Chilli Con Carne & Mexican Rice for 2,7.6,fresh_food,meat_poultry,Waitrose,2024,11,19,9.05,0.0,1.0,0.0,
Waitrose British Pork Belly Joint,4.51,fresh_food,meat_poultry,Waitrose,2024,11,19,9.0,0.0,1.0,0.0,
No.1 British Venison Haunch Steak,4.38,fresh_food,meat_poultry,Waitrose,2024,11,19,17.5,0.0,1.0,0.0,
Waitrose British Native Breed Trimmed Fillet Steak,10.62,fresh_food,meat_poultry,Waitrose,2024,11,19,49.0,0.0,1.0,0.0,
Oakpark Smoked Turkey Breast Bacon Rashers,1.95,fresh_food,meat_poultry,Waitrose,2024,11,19,13.0,0.0,1.0,0.0,
No.1 6 Free Range Beech Smoked Dry Cured Back Bacon Rashers,4.75,fresh_food,meat_poultry,Waitrose,2024,11,19,23.75,0.0,1.0,0.0,
Bisto Best Onion Gravy Granules,3.0,fresh_food,meat_poultry,Waitrose,2024,11,19,13.100000000000001,0.0,1.0,0.0,
Waitrose Whole Chicken With Pork Stuffing,6.95,fresh_food,meat_poultry,Waitrose,2024,11,19,4.64,0.0,1.0,0.0,
Easy to Cook Asparagus & Prosciutto Chicken Breasts,6.5,fresh_food,meat_poultry,Waitrose,2024,11,19,18.79,0.0,1.0,0.0,
Clive's Nut Roast,5.95,fresh_food,meat_poultry,Waitrose,2024,11,19,21.25,0.0,1.0,0.0,
Easy to Cook Gammon Steaks with Cheese Rarebit Melt,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,17.13,0.0,1.0,0.0,
Maille Hollandaise Sauce,2.5,fresh_food,meat_poultry,Waitrose,2024,11,19,13.600000000000001,0.0,1.0,0.0,
Easy to Cook Indian Inspired Spiced Mango Chicken Breasts,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,14.89,0.0,1.0,0.0,
Finnebrogue Naked Pork Sausages 6s 400g,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,9.38,0.0,1.0,0.0,
Gourmet Burger Kitchen 2 Gourmet Beef Burgers,5.5,fresh_food,meat_poultry,Waitrose,2024,11,19,16.09,0.0,1.0,0.0,
Duchy Organic British Beef Roasting Joint,10.2,fresh_food,meat_poultry,Waitrose,2024,11,19,19.0,0.0,1.0,0.0,
Easy to Cook Middle Eastern Inspired Spiced Beef Koftas,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,11.12,0.0,1.0,0.0,
No.1 Free Range Pork Fillet,8.13,fresh_food,meat_poultry,Waitrose,2024,11,19,19.5,0.0,1.0,0.0,
Waitrose British Whole Honey & Mustard Deboned Chicken,9.95,fresh_food,meat_poultry,Waitrose,2024,11,19,14.75,0.0,1.0,0.0,
Denhay Dry Cured Streaky Unsmoked Bacon,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,18.75,0.0,1.0,0.0,
Paxo Chestnut & Cranberry Stuffing Mix,2.0,fresh_food,meat_poultry,Waitrose,2024,11,19,11.77,0.0,1.0,0.0,
Waitrose 2 Unsmoked British Gammon Steak,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,13.89,0.0,1.0,0.0,
Waitrose 2 British Beef Ranch Steaks with Garlic & Herbs,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,14.16,0.0,1.0,0.0,
Essential Pork Chops,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,10.0,0.0,1.0,0.0,
Waitrose Hollandaise Sauce,2.5,fresh_food,meat_poultry,Waitrose,2024,11,19,13.899999999999999,0.0,1.0,0.0,
Duchy Organic 6 British Pork Sausages with Herbs,5.25,fresh_food,meat_poultry,Waitrose,2024,11,19,13.13,0.0,1.0,0.0,
Essential British Diced Lamb Shoulder,9.25,fresh_food,meat_poultry,Waitrose,2024,11,19,35.58,0.0,1.0,0.0,
No.1 Wagyu Beef Sirloin Steak,14.0,fresh_food,meat_poultry,Waitrose,2024,11,19,60.87,0.0,1.0,0.0,
Essential British Lamb Chops,8.0,fresh_food,meat_poultry,Waitrose,2024,11,19,21.98,0.0,1.0,0.0,
No.1 Wagyu Beef Ribeye Steak,14.0,fresh_food,meat_poultry,Waitrose,2024,11,19,70.0,0.0,1.0,0.0,
Richmond 8 Vegan Meat Free Smoked Bacon Rashers,1.8,fresh_food,meat_poultry,Waitrose,2024,11,19,15.0,0.0,1.0,0.0,
Waitrose 2 British Beef Sirloin Steaks,10.0,fresh_food,meat_poultry,Waitrose,2024,11,19,25.0,0.0,1.0,0.0,
Easy to Cook Pork & 'Nduja Meatballs,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,9.81,0.0,1.0,0.0,
Bisto Best Gravy Granules Vegetable,3.0,fresh_food,meat_poultry,Waitrose,2024,11,19,13.100000000000001,0.0,1.0,0.0,
No. 1 Beef Wellington,65.0,fresh_food,meat_poultry,Waitrose,2024,11,19,45.78,0.0,1.0,0.0,
Waitrose Slow Cooked Lamb Shoulder with Garlic & Herbs,12.5,fresh_food,meat_poultry,Waitrose,2024,11,19,16.24,0.0,1.0,0.0,
No.1 Free Range British Smoked Gammon Joint,15.36,fresh_food,meat_poultry,Waitrose,2024,11,19,15.5,0.0,1.0,0.0,
Cooks Ingredients Chicken Stock,3.25,fresh_food,meat_poultry,Waitrose,2024,11,19,7.23,0.0,1.0,0.0,
Easy to Cook Pork & Herb Sausage Casserole,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,10.0,0.0,1.0,0.0,
No.1 British Dry Aged Cote de Boeuf,27.6,fresh_food,meat_poultry,Waitrose,2024,11,19,41.5,0.0,1.0,0.0,
No.1 10 Free Range Unsmoked Dry Cured Streaky Bacon Rashers,4.75,fresh_food,meat_poultry,Waitrose,2024,11,19,20.66,0.0,1.0,0.0,
Potts' Beef Stock,1.85,fresh_food,meat_poultry,Waitrose,2024,11,19,3.7,0.0,0.0,1.0,
Waitrose 2 British Pork Loin Steaks,4.0,fresh_food,meat_poultry,Waitrose,2024,11,19,13.34,0.0,1.0,0.0,
Easy to Cook Chilli Con Carne Beef Meatballs,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,11.91,0.0,1.0,0.0,
Waitrose 20 Succulent Pork Meatballs,3.6,fresh_food,meat_poultry,Waitrose,2024,11,19,12.0,0.0,1.0,0.0,
Waitrose British Succulent Whole Leg of Lamb,38.5,fresh_food,meat_poultry,Waitrose,2024,11,19,17.5,0.0,1.0,0.0,
Waitrose 2 British Venison Grillsteaks,2.8,fresh_food,meat_poultry,Waitrose,2024,11,19,9.34,0.0,1.0,0.0,
Easy to Cook Lamb Rump,8.5,fresh_food,meat_poultry,Waitrose,2024,11,19,25.61,0.0,1.0,0.0,
Duchy Organic 2 British Lamb Leg Steaks,8.5,fresh_food,meat_poultry,Waitrose,2024,11,19,33.0,0.0,1.0,0.0,
Essential Frozen British 2 Lamb Shanks,10.0,fresh_food,meat_poultry,Waitrose,2024,11,19,12.5,0.0,1.0,0.0,
Waitrose 4 New York Style Beef Burgers,4.25,fresh_food,meat_poultry,Waitrose,2024,11,19,9.37,0.0,1.0,0.0,
Waitrose British Diced Pork Shoulder,3.75,fresh_food,meat_poultry,Waitrose,2024,11,19,7.5,0.0,1.0,0.0,
Waitrose British Lamb Half Shoulder,13.13,fresh_food,meat_poultry,Waitrose,2024,11,19,15.0,0.0,1.0,0.0,
Waitrose Slow Cooked Duck Leg Confit,8.5,fresh_food,meat_poultry,Waitrose,2024,11,19,17.0,0.0,1.0,0.0,
Gressingham Whole Duck,10.95,fresh_food,meat_poultry,Waitrose,2024,11,19,6.09,0.0,1.0,0.0,
No.1 British Dry Aged Sirloin Steak,12.0,fresh_food,meat_poultry,Waitrose,2024,11,19,52.18,0.0,1.0,0.0,
Waitrose Classic BLT Sandwich,3.95,fresh_food,meat_poultry,Waitrose,2024,11,19,3.95,1.0,0.0,0.0,
No.1 Wagyu 12 Beef Meatballs,4.7,fresh_food,meat_poultry,Waitrose,2024,11,19,15.67,0.0,1.0,0.0,
Waitrose British Rose Veal 20 Meatballs,4.6,fresh_food,meat_poultry,Waitrose,2024,11,19,15.34,0.0,1.0,0.0,
Waitrose British 4 British Pork Loin Medallions,5.7,fresh_food,meat_poultry,Waitrose,2024,11,19,14.25,0.0,1.0,0.0,
No.1 Slow Cooked Beef Madras Curry for 2,5.95,fresh_food,meat_poultry,Waitrose,2024,11,19,14.88,0.0,1.0,0.0,
Waitrose Chip Shop Mushy Peas,2.0,fresh_food,meat_poultry,Waitrose,2024,11,19,13.34,0.0,1.0,0.0,
Essential 24 British Beef Meatballs,3.6,fresh_food,meat_poultry,Waitrose,2024,11,19,9.0,0.0,1.0,0.0,
No.1 British Free Range Unsmoked Gammon Steak,4.1,fresh_food,meat_poultry,Waitrose,2024,11,19,20.5,0.0,1.0,0.0,
Duchy Organic Free Range British Pork 20 Meatballs,4.5,fresh_food,meat_poultry,Waitrose,2024,11,19,15.0,0.0,1.0,0.0,
No.1 British Beef Fillet Steak Medallions,20.6,fresh_food,meat_poultry,Waitrose,2024,11,19,51.5,0.0,1.0,0.0,
Waitrose 2 British Lamb Leg Shanks,13.5,fresh_food,meat_poultry,Waitrose,2024,11,19,15.0,0.0,1.0,0.0,
The Bay Tree Mint Jelly,3.25,fresh_food,meat_poultry,Waitrose,2024,11,19,15.5,0.0,1.0,0.0,
Waitrose 2 Smoked British Gammon Steaks,5.0,fresh_food,meat_poultry,Waitrose,2024,11,19,13.89,0.0,1.0,0.0,
Duchy Organic British Beef Fillet Steak,13.13,fresh_food,meat_poultry,Waitrose,2024,11,19,54.5,0.0,1.0,0.0,
