Name,Price,Discount price,Category,Subcategory,Store_Name,Year,Month,Day,Standardised price per unit,Unit_each,Unit_kg,Unit_litre
ASDA Extra Special Strawberries 227g,2.98,,fresh_food,fruits,Asda,2025,4,3,13.13,0,1,0
ASDA Pomegranate,1.16,,fresh_food,fruits,Asda,2025,4,3,1.16,1,0,0
ASDA Tangy & Fragrant Tangerines 600g,1.28,,fresh_food,fruits,Asda,2025,4,3,2.13,0,1,0
ASDA Juicy & Sweet Mango Chunks,2.63,,fresh_food,fruits,Asda,2025,4,3,9.56,0,1,0
ASDA Dried Mango 75g,1.58,,fresh_food,fruits,Asda,2025,4,3,21.1,0,1,0
ASDA Crisp & Juicy Watermelon Fingers,3.53,,fresh_food,fruits,Asda,2025,4,3,7.06,0,1,0
ASDA 3 Large Unwaxed Lemons,1.14,,fresh_food,fruits,Asda,2025,4,3,0.38,1,0,0
ASDA 3 Smooth & Sweet Peaches,2.48,,fresh_food,fruits,Asda,2025,4,3,0.827,1,0,0
Pink Lady Apples,2.18,,fresh_food,fruits,Asda,2025,4,3,0.545,1,0,0
Zeina Deglet Nour Dates,1.48,,fresh_food,fruits,Asda,2025,4,3,7.4,0,1,0
ASDA Juicy & Refreshing Melon Fingers 450g,3.32,,fresh_food,fruits,Asda,2025,4,3,7.38,0,1,0
ASDA Grapes,0.5,,fresh_food,fruits,Asda,2025,4,3,6.25,0,1,0
ASDA Figs 200g,1.74,,fresh_food,fruits,Asda,2025,4,3,8.7,0,1,0
ASDA Pomegranate,1.16,,fresh_food,fruits,Asda,2025,4,3,1.16,1,0,0
ASDA Refreshing & Crunchy Coconut,0.88,,fresh_food,fruits,Asda,2025,4,3,0.88,1,0,0
ASDA Trail Mix 200g,0.98,,fresh_food,fruits,Asda,2025,4,3,4.9,0,1,0
ASDA Sweet & Juicy Fruit Platter 850g,3.97,,fresh_food,fruits,Asda,2025,4,3,4.67,0,1,0
"ASDA Almonds, Walnuts, Cashews & Hazelnuts Nut Selection 200g",1.98,,fresh_food,fruits,Asda,2025,4,3,9.9,0,1,0
ASDA Juicy & Sweet Pineapple Chunks,2.23,,fresh_food,fruits,Asda,2025,4,3,5.58,0,1,0
ASDA Crisp & Juicy Apple Slices,0.5,,fresh_food,fruits,Asda,2025,4,3,6.25,0,1,0
ASDA Sweet & Juicy Melon Medley,2.72,,fresh_food,fruits,Asda,2025,4,3,7.16,0,1,0
ASDA Melon & Grapes,1.12,,fresh_food,fruits,Asda,2025,4,3,7,0,1,0
ASDA Extra Special Medjoul Dates,4.48,,fresh_food,fruits,Asda,2025,4,3,8.96,0,1,0
ASDA Crisp & Juicy Watermelon Chunks,1.98,,fresh_food,fruits,Asda,2025,4,3,7.92,0,1,0
ASDA Zingy & Crisp Braeburn Apples,1.49,,fresh_food,fruits,Asda,2025,4,3,0.248,1,0,0
"ASDA Sweet & Tangy Kiwi, Melon & Strawberry 220g",2.08,,fresh_food,fruits,Asda,2025,4,3,9.45,0,1,0
ASDA Cranberries 100g,0.98,,fresh_food,fruits,Asda,2025,4,3,9.8,0,1,0
ASDA Mild & Crisp Apple Grapes & Cheese,1.46,,fresh_food,fruits,Asda,2025,4,3,9.73,0,1,0
ASDA Crisp & Juicy Apple Slices & Grapes,0.5,,fresh_food,fruits,Asda,2025,4,3,6.25,0,1,0
ASDA Sweet & Juicy Berry Medley,2.28,,fresh_food,fruits,Asda,2025,4,3,10.36,0,1,0
ASDA Sweet & Crunchy Pomegranate Seeds,2.04,,fresh_food,fruits,Asda,2025,4,3,10.2,0,1,0
ASDA Organic Blueberries,2.36,,fresh_food,fruits,Asda,2025,4,3,18.88,0,1,0
ASDA Fruit & Seed Mix 150g,0.98,,fresh_food,fruits,Asda,2025,4,3,6.53,0,1,0
ASDA Extra Special OrangeGold 4 Oranges,2.38,,fresh_food,fruits,Asda,2025,4,3,0.595,1,0,0
ASDA Smooth & Sweet Peaches,2.48,,fresh_food,fruits,Asda,2025,4,3,0.62,1,0,0
ASDA Goji Berries 100g,1.62,,fresh_food,fruits,Asda,2025,4,3,16.2,0,1,0
ASDA Organic Kiwi Fruit,1.78,,fresh_food,fruits,Asda,2025,4,3,0.445,1,0,0
ASDA Galia Melon,1.88,,fresh_food,fruits,Asda,2025,4,3,1.88,1,0,0
ASDA Sweet & Juicy Summer Fruit Bowl 450g,3.38,,fresh_food,fruits,Asda,2025,4,3,7.51,0,1,0
ASDA 4 Sweet & Juicy Large Oranges,2.08,,fresh_food,fruits,Asda,2025,4,3,0.52,1,0,0
ASDA Cashew & Cranberry Mix 250g,1.98,,fresh_food,fruits,Asda,2025,4,3,7.92,0,1,0
"ASDA Fruit, Nut & Seed Mix 200g",1.24,,fresh_food,fruits,Asda,2025,4,3,6.2,0,1,0
ASDA Extra Special LemonGold 4 Seedless Lemons,1.24,,fresh_food,fruits,Asda,2025,4,3,0.31,1,0,0
ASDA Cranberry & Macadamia Mix 200g,1.98,,fresh_food,fruits,Asda,2025,4,3,9.9,0,1,0
ASDA Juicy & Sweet Mango & Berries 220g,2.48,,fresh_food,fruits,Asda,2025,4,3,11.27,0,1,0
ASDA Giant Mango (Typically 600g),1.68,,fresh_food,fruits,Asda,2025,4,3,1.68,1,0,0
ASDA 3 Raisin Mix 200g,1.24,,fresh_food,fruits,Asda,2025,4,3,6.2,0,1,0
ASDA Sweet & Tart Grapefruits,1.48,,fresh_food,fruits,Asda,2025,4,3,0.493,1,0,0
"ASDA Sweet & Crisp Pineapple, Grapes & Apple 225g",1.62,,fresh_food,fruits,Asda,2025,4,3,7.2,0,1,0
ASDA Organic 5 Fairtrade Bananas,1.34,,fresh_food,fruits,Asda,2025,4,3,0.268,1,0,0
"ASDA Raisins, Berries & Cherries 250g",1.98,,fresh_food,fruits,Asda,2025,4,3,7.92,0,1,0
"ASDA Juicy & Crisp Mango, Watermelon & Blueberries 220g",2.07,,fresh_food,fruits,Asda,2025,4,3,9.41,0,1,0
ASDA Tangy & Crunchy Rhubarb 400g,2.47,,fresh_food,fruits,Asda,2025,4,3,6.17,0,1,0
ASDA Cashew & Raisin Mix 250g,1.98,,fresh_food,fruits,Asda,2025,4,3,7.92,0,1,0
ASDA Organic Ripe Avocado,1.28,,fresh_food,fruits,Asda,2025,4,3,1.28,1,0,0
"ASDA Sweet & Juicy Strawberry, Apple & Grapes 130g",1.32,,fresh_food,fruits,Asda,2025,4,3,10.15,0,1,0
ASDA Organic Apples,2.34,,fresh_food,fruits,Asda,2025,4,3,0.39,1,0,0
ASDA Extra Special Ripe & Ready Giant Avocado,1.98,,fresh_food,fruits,Asda,2025,4,3,1.98,1,0,0
ASDA Tangy & Tropical Pineapple (Ripe & Ready To Eat),0.77,,fresh_food,fruits,Asda,2025,4,3,0.77,1,0,0
ASDA Cashew & Raisin Mix 250g,1.98,,fresh_food,fruits,Asda,2025,4,3,7.92,0,1,0
ASDA 3 Large Unwaxed Lemons,1.14,,fresh_food,fruits,Asda,2025,4,3,0.38,1,0,0
ASDA Creamy & Nutty Avocados,1.49,,fresh_food,fruits,Asda,2025,4,3,0.745,1,0,0
ASDA Sweet & Plump Raspberries,1.89,,fresh_food,fruits,Asda,2025,4,3,12.6,0,1,0
ASDA Ripe & Sweet Strawberries 400g,2.48,,fresh_food,fruits,Asda,2025,4,3,6.2,0,1,0
ASDA Tender & Crunchy Broccoli,0.79,,fresh_food,vegetables,Asda,2025,4,3,2.19,0,1,0
ASDA Crunchy & Sweet Carrots,0.69,,fresh_food,vegetables,Asda,2025,4,3,0.69,0,1,0
JUST ESSENTIALS by ASDA White Potatoes 2kg,1.35,,fresh_food,vegetables,Asda,2025,4,3,0.675,0,1,0
ASDA Sweet & Earthy Parsnips,0.75,,fresh_food,vegetables,Asda,2025,4,3,1.5,0,1,0
JUST ESSENTIALS by ASDA Mushrooms (Varieties may vary),0.8,,fresh_food,vegetables,Asda,2025,4,3,3.2,0,1,0
ASDA Sugar Snap Peas,0.98,,fresh_food,vegetables,Asda,2025,4,3,6.12,0,1,0
ASDA Sweet & Crunchy Red Onions,0.95,,fresh_food,vegetables,Asda,2025,4,3,0.95,0,1,0
ASDA Mild & Crunchy Baby Corn,0.98,,fresh_food,vegetables,Asda,2025,4,3,6.76,0,1,0
ASDA Mild & Sweet Trimmed Leeks,1.44,,fresh_food,vegetables,Asda,2025,4,3,2.88,0,1,0
ASDA Crunchy & Fragrant Brown Onions,0.99,,fresh_food,vegetables,Asda,2025,4,3,0.99,0,1,0
ASDA Tender & Crunchy Trimmed Fine Beans,1,,fresh_food,vegetables,Asda,2025,4,3,5.56,0,1,0
ASDA Courgettes (Typically 350g),0.7,,fresh_food,vegetables,Asda,2025,4,3,2,0,1,0
ASDA Creamy & Flavoursome Sweet Potatoes,1.17,,fresh_food,vegetables,Asda,2025,4,3,1.17,0,1,0
ASDA Light & Nutty Cauliflower,1.19,,fresh_food,vegetables,Asda,2025,4,3,1.19,1,0,0
ASDA Firm & Flavoursome Baby Potatoes 1kg,1.2,,fresh_food,vegetables,Asda,2025,4,3,1.2,0,1,0
ASDA Mild & Tender Spinach,1.29,,fresh_food,vegetables,Asda,2025,4,3,4.3,0,1,0
ASDA Mild & Delicate Courgettes,1,,fresh_food,vegetables,Asda,2025,4,3,3.03,0,1,0
JUST ESSENTIALS by ASDA Green Beans,0.93,,fresh_food,vegetables,Asda,2025,4,3,3.88,0,1,0
ASDA Grower's Selection British Carrots 500g,0.43,,fresh_food,vegetables,Asda,2025,4,3,0.86,0,1,0
ASDA Crunchy & Flavoursome Peppers (Colour may vary),3,,fresh_food,vegetables,Asda,2025,4,3,2,0,1,0
ASDA Mild & Versatile White Mushrooms,0.88,,fresh_food,vegetables,Asda,2025,4,3,3.52,0,1,0
ASDA Extra Special Hand Picked Tenderstem Broccoli,0.98,,fresh_food,vegetables,Asda,2025,4,3,6.12,0,1,0
ASDA Sweet & Earthy Savoy Cabbage,0.75,,fresh_food,vegetables,Asda,2025,4,3,0.75,1,0,0
ASDA British Fluffy & Golden Large Baking Potatoes,0.58,,fresh_food,vegetables,Asda,2025,4,3,0.145,1,0,0
ASDA Diced Carrots & Swede,0.5,,fresh_food,vegetables,Asda,2025,4,3,1,0,1,0
ASDA White Cabbage (Typically 1kg),1,,fresh_food,vegetables,Asda,2025,4,3,1,0,1,0
ASDA Earthy & Crisp Cauliflower & Broccoli Florets,1.29,,fresh_food,vegetables,Asda,2025,4,3,3.23,0,1,0
ASDA Grower's Selection Coriander,1,,fresh_food,vegetables,Asda,2025,4,3,1,1,0,0
ASDA 3 Crunchy & Fragrant Brown Onions,0.95,,fresh_food,vegetables,Asda,2025,4,3,0.317,1,0,0
ASDA Sweet & Juicy Sweetcorn Cobettes,1.37,,fresh_food,vegetables,Asda,2025,4,3,0.342,1,0,0
ASDA Butternut Squash (Typically 1.2kg),1.42,,fresh_food,vegetables,Asda,2025,4,3,1.18,0,1,0
ASDA Sweet & Nutty Sprouts,1.34,,fresh_food,vegetables,Asda,2025,4,3,4.47,0,1,0
ASDA Crisp & Earthy Unwashed Sliced Curly Kale 150g,0.75,,fresh_food,vegetables,Asda,2025,4,3,5,0,1,0
ASDA Organic White Mushrooms,1.2,,fresh_food,vegetables,Asda,2025,4,3,4.8,0,1,0
ASDA 3 Sweet & Crunchy Red Onions,0.68,,fresh_food,vegetables,Asda,2025,4,3,0.227,1,0,0
ASDA Loose Garlic,0.39,,fresh_food,vegetables,Asda,2025,4,3,0.39,1,0,0
ASDA Nutty & Earthy Chestnut Mushrooms,0.89,,fresh_food,vegetables,Asda,2025,4,3,3.56,0,1,0
ASDA Loose Mooli (Typically 350g),0.7,,fresh_food,vegetables,Asda,2025,4,3,2,0,1,0
ASDA Aubergine,0.68,,fresh_food,vegetables,Asda,2025,4,3,0.68,1,0,0
ASDA Fragrant & Bold Garlic (Typically 45-60mm),2,,fresh_food,vegetables,Asda,2025,4,3,0.4,1,0,0
ASDA Light & Fluffy Maris Piper Potatoes 2kg,1.8,,fresh_food,vegetables,Asda,2025,4,3,0.9,0,1,0
ASDA Delicately Sweet Tenderheart Cabbage,0.69,,fresh_food,vegetables,Asda,2025,4,3,0.69,1,0,0
ASDA Mild & Tender Casserole Vegetables 600g,1.3,,fresh_food,vegetables,Asda,2025,4,3,2.17,0,1,0
JUST ESSENTIALS by ASDA Cherry Tomatoes,0.69,,fresh_food,vegetables,Asda,2025,4,3,2.76,0,1,0
ASDA Extra Special British Baby Potatoes,0.95,,fresh_food,vegetables,Asda,2025,4,3,1.9,0,1,0
ASDA Carrot Batons,0.85,,fresh_food,vegetables,Asda,2025,4,3,2.83,0,1,0
ASDA Fluffy & Crisp King Edward Potatoes 2kg,1.73,,fresh_food,vegetables,Asda,2025,4,3,0.865,0,1,0
ASDA British Swede,0.62,,fresh_food,vegetables,Asda,2025,4,3,0.62,1,0,0
ASDA Smooth & Rich Red Potatoes 2kg,1.56,,fresh_food,vegetables,Asda,2025,4,3,0.78,0,1,0
ASDA Loose Dudhi (Typically 400g),2.16,,fresh_food,vegetables,Asda,2025,4,3,5.4,0,1,0
ASDA Tender & Crisp Mangetout,0.98,,fresh_food,vegetables,Asda,2025,4,3,6.12,0,1,0
ASDA Extra Special Tenderstem Broccoli Tips,1.15,,fresh_food,vegetables,Asda,2025,4,3,11.5,0,1,0
ASDA Fluffy & Golden Baking Potatoes 2kg,1.78,,fresh_food,vegetables,Asda,2025,4,3,0.89,0,1,0
ASDA Large Cauliflower,1.8,,fresh_food,vegetables,Asda,2025,4,3,1.8,1,0,0
Just Add Garlic Puree,0.78,,fresh_food,vegetables,Asda,2025,4,3,10.4,0,1,0
ASDA Earthy & Rich Jumbo Mushrooms,0.98,,fresh_food,vegetables,Asda,2025,4,3,3.92,0,1,0
ASDA Sweet & Delicate Chantenay Carrots,0.78,,fresh_food,vegetables,Asda,2025,4,3,2.6,0,1,0
ASDA Sweet & Nutty Trimmed Brussels Sprouts,1.22,,fresh_food,vegetables,Asda,2025,4,3,6.1,0,1,0
ASDA Aromatic & Zesty Coriander,0.52,,fresh_food,vegetables,Asda,2025,4,3,17.3,0,1,0
ASDA Buttery & Herby Baby Potatoes,1.1,,fresh_food,vegetables,Asda,2025,4,3,3.06,0,1,0
ASDA Hot & Fragrant Thin Chillies,1.2,,fresh_food,vegetables,Asda,2025,4,3,6.9,0,1,0
ASDA Carrot Batons,0.85,,fresh_food,vegetables,Asda,2025,4,3,2.83,0,1,0
ASDA Light & Fluffy Maris Piper Potatoes 2kg,1.8,,fresh_food,vegetables,Asda,2025,4,3,0.9,0,1,0
ASDA Washed Potatoes,4.1,,fresh_food,vegetables,Asda,2025,4,3,0.547,0,1,0
"ASDA Broccoli, Carrots, Baby Corn & Green Beans",1.45,,fresh_food,vegetables,Asda,2025,4,3,4.14,0,1,0
ASDA Extra Special Creamy Mash,1.28,,fresh_food,vegetables,Asda,2025,4,3,3.2,0,1,0
ASDA Loose Chayote (Typically 400g),0.92,,fresh_food,vegetables,Asda,2025,4,3,2.3,0,1,0
ASDA Chopped Onion,0.5,,fresh_food,vegetables,Asda,2025,4,3,2.5,0,1,0
ASDA Sweet & Delicate Chantenay Carrots,0.78,,fresh_food,vegetables,Asda,2025,4,3,2.6,0,1,0
ASDA Organic Garlic 40mm+,0.93,,fresh_food,vegetables,Asda,2025,4,3,0.31,1,0,0
ASDA Fragrant & Mild Chives,0.6,,fresh_food,vegetables,Asda,2025,4,3,24,0,1,0
ASDA Mild & Versatile White Mushrooms,1.29,,fresh_food,vegetables,Asda,2025,4,3,3.23,0,1,0
ASDA Wonderfully Aromatic Basil,0.52,,fresh_food,vegetables,Asda,2025,4,3,17.3,0,1,0
ASDA Mild & Tender Cabbage & Leek,0.9,,fresh_food,vegetables,Asda,2025,4,3,4.5,0,1,0
ASDA Sweet & Nutty Trimmed Brussels Sprouts,1.22,,fresh_food,vegetables,Asda,2025,4,3,6.1,0,1,0
ASDA Buttery & Herby Baby Potatoes,1.1,,fresh_food,vegetables,Asda,2025,4,3,3.06,0,1,0
ASDA Crisp & Colourful Carrot Cauliflower & Broccoli,1,,fresh_food,vegetables,Asda,2025,4,3,3.33,0,1,0
ASDA Fennel,0.85,,fresh_food,vegetables,Asda,2025,4,3,0.85,1,0,0
ASDA Sweet & Juicy Sweetcorn Twin Pack,1.37,,fresh_food,vegetables,Asda,2025,4,3,0.685,1,0,0
ASDA Sliced Red Onion,0.5,,fresh_food,vegetables,Asda,2025,4,3,3.33,0,1,0
ASDA Aromatic & Zesty Coriander,0.52,,fresh_food,vegetables,Asda,2025,4,3,17.3,0,1,0
ASDA Sliced Carrots,0.55,,fresh_food,vegetables,Asda,2025,4,3,1.83,0,1,0
ASDA Cool & Refreshing Growing Garden Mint,1,,fresh_food,vegetables,Asda,2025,4,3,1,1,0,0
ASDA Warm & Fruity Red Chillies,0.56,,fresh_food,vegetables,Asda,2025,4,3,9.3,0,1,0
ASDA Sliced Leeks,0.8,,fresh_food,vegetables,Asda,2025,4,3,4.57,0,1,0
ASDA Hot & Fiery Bird Eye Chillies,0.45,,fresh_food,vegetables,Asda,2025,4,3,22.5,0,1,0
ASDA Warm & Fruity Mixed Chillies,0.56,,fresh_food,vegetables,Asda,2025,4,3,9.3,0,1,0
ASDA Light & Nutty Cauliflower Florets,1,,fresh_food,vegetables,Asda,2025,4,3,4,0,1,0
ASDA Mild & Sweet Spring Greens,0.79,,fresh_food,vegetables,Asda,2025,4,3,1.58,0,1,0
ASDA Loose Eddoes (Typically 140g),0.49,,fresh_food,vegetables,Asda,2025,4,3,3.5,0,1,0
ASDA Red Cabbage (Typically 1kg),1,,fresh_food,vegetables,Asda,2025,4,3,1,0,1,0
ASDA Sweet & Vibrant Mediterranean Style Vegetables 420g,1.5,,fresh_food,vegetables,Asda,2025,4,3,3.57,0,1,0
ASDA Organic Broccoli 300g,1.2,,fresh_food,vegetables,Asda,2025,4,3,4,0,1,0
ASDA Celeriac (Typically 1kg),1.55,,fresh_food,vegetables,Asda,2025,4,3,1.55,0,1,0
Albert Bartlett Cheese Croquettes,1.5,,fresh_food,vegetables,Asda,2025,4,3,6,0,1,0
ASDA Rich & Savoury Garlic & Cream Cheese Stuffed Mushrooms,1.85,,fresh_food,vegetables,Asda,2025,4,3,9.25,0,1,0
ASDA Mild & Subtle Padron Peppers,1,,fresh_food,vegetables,Asda,2025,4,3,7.4,0,1,0
ASDA Extra Special Cavolo Nero Kale,1,,fresh_food,vegetables,Asda,2025,4,3,6.67,0,1,0
ASDA Crispy & Golden Potato Slices,1.2,,fresh_food,vegetables,Asda,2025,4,3,4,0,1,0
ASDA Mild & Peppery Flat Leaf Parsley,0.6,,fresh_food,vegetables,Asda,2025,4,3,24,0,1,0
ASDA Aromatic & Zesty Growing Coriander,1,,fresh_food,vegetables,Asda,2025,4,3,1,1,0,0
ASDA Sweet & Creamy Root Veg Mash,1.18,,fresh_food,vegetables,Asda,2025,4,3,2.95,0,1,0
ASDA Mild & Peppery Growing Flat Leaf Parsley,1,,fresh_food,vegetables,Asda,2025,4,3,1,1,0,0
ASDA Naturally Sweet Shallots,1,,fresh_food,vegetables,Asda,2025,4,3,3.33,0,1,0
ASDA Sweet & Buttery Carrot & Swede Crush 400g,1.5,,fresh_food,vegetables,Asda,2025,4,3,3.75,0,1,0
ASDA Delightfully Fragrant Rosemary,0.52,,fresh_food,vegetables,Asda,2025,4,3,26,0,1,0
ASDA Mediterranean Vegetables,1.75,,fresh_food,vegetables,Asda,2025,4,3,4.38,0,1,0
"ASDA Tenderstem Broccoli, Carrot & Sugar Snap",1.5,,fresh_food,vegetables,Asda,2025,4,3,9.38,0,1,0
ASDA Turnips,0.48,,fresh_food,vegetables,Asda,2025,4,3,2.4,0,1,0
ASDA Extra Special Cauliflower Cheese 400g,2.57,,fresh_food,vegetables,Asda,2025,4,3,6.42,0,1,0
ASDA Extra Special Handpicked Extra Fine Beans,1.39,,fresh_food,vegetables,Asda,2025,4,3,6.95,0,1,0
ASDA Sweet & Warming Ginger,1.85,,fresh_food,vegetables,Asda,2025,4,3,3.7,0,1,0
ASDA Organic Spinach,2,,fresh_food,vegetables,Asda,2025,4,3,6.67,0,1,0
ASDA Extra Special 4 British Baking Potatoes,1.48,,fresh_food,vegetables,Asda,2025,4,3,0.37,1,0,0
ASDA Cool & Refreshing Mint,0.52,,fresh_food,vegetables,Asda,2025,4,3,17.3,0,1,0
ASDA Mild & Versatile Sliced Mushrooms,0.98,,fresh_food,vegetables,Asda,2025,4,3,3.92,0,1,0
ASDA Swede Portion,0.62,,fresh_food,vegetables,Asda,2025,4,3,0.62,1,0,0
ASDA Extra Special British Baby Potatoes 1kg,1.63,,fresh_food,vegetables,Asda,2025,4,3,1.63,0,1,0
ASDA Kohlrabi,1.6,,fresh_food,vegetables,Asda,2025,4,3,4,0,1,0
ASDA Extra Special Mixed Mushrooms,1.65,,fresh_food,vegetables,Asda,2025,4,3,11,0,1,0
ASDA Swede Portion,0.62,,fresh_food,vegetables,Asda,2025,4,3,0.62,1,0,0
ASDA Sweet & Buttery Carrot & Swede Crush 400g,1.5,,fresh_food,vegetables,Asda,2025,4,3,3.75,0,1,0
ASDA Light & Citrusy Lemongrass,0.52,,fresh_food,vegetables,Asda,2025,4,3,17.3,0,1,0
