Name,Price,Price per Unit,Clubcard Discount,Category,Date
Tesco Finest 4 Brioche Sesame Seed Burger Buns,null,null,null,bakery,2024-11-05
Tesco High Fibre Wholemeal Loaf 400G Sliced,£1.15,£0.29/100g,null,bakery,2024-11-05
Tesco Almond Fingers 5 Pack,£1.19,£0.24/each,null,bakery,2024-11-05
Soreen Gingerbread Christmas Lunchbox Loaves 5 Pack 150G,£1.50,£1.00/100g,£1.25 Clubcard Price,bakery,2024-11-05
Warburtons Milk Roll Sliced White Bread 400G,£1.25,£0.31/100g,null,bakery,2024-11-05
Simply Doughnuts Mini Sugar Ring Doughnuts 8 Pack,£1.30,£0.16/each,null,bakery,2024-11-05
Warburtons White Bakers Bloomer 800G,£1.80,£0.22/100g,null,bakery,2024-11-05
Tesco Ancient Grain Rolls 4 Pack,£1.20,£0.30/each,null,bakery,2024-11-05
Mr Kipling Almond Slices 6 Pack,£2.75,£0.46/each,£1.50 Clubcard Price,bakery,2024-11-05
White Farmhouse Loaf 800G,£1.50,£0.19/100g,null,bakery,2024-11-05
Mcvities Digestives 5 Milk Chocolate Slices 114.1G,£1.25,£1.10/100g,null,bakery,2024-11-05
Tesco Soft White Hot Dog Rolls 6 Pack,£0.89,£0.15/each,null,bakery,2024-11-05
Tesco Cherry Bakewell Tarts 6 Pack,null,null,null,bakery,2024-11-05
Tesco Finest Cherry & Almond Stollen,£9.00,£9.00/each,null,bakery,2024-11-05
Tesco Finest Rich Fruit Cake 907G,£10.50,£1.16/100g,£8.50 Clubcard Price,bakery,2024-11-05
Mr Kipling Manor House Cake,£3.30,£0.85/100g,null,bakery,2024-11-05
Mr Kipling Jam Tarts 6 Pack,£3.00,£0.50/each,Half Price £1.50 Clubcard Price,bakery,2024-11-05
Tesco Finest Carrot Cake,£3.50,£3.50/each,null,bakery,2024-11-05
Tesco Pastel De Nata 4 Pack,£2.55,£0.64/each,null,bakery,2024-11-05
"Abra Ca Debora Sweet Pancakes 6 Pack, 375 G",£2.45,£0.65/100g,null,bakery,2024-11-05
Bfree Stone Baked Pitta Bread 220G,£2.75,£1.25/100g,null,bakery,2024-11-05
Tesco Cinnamon Tear And Share Bun,£3.30,£3.30/each,null,bakery,2024-11-05
Old El Paso 6 Regular Gluten Free Tortilla 216G,£3.00,£1.39/100g,£2.50 Clubcard Price,bakery,2024-11-05
Mr Kipling Fruit Pie Selection 6 Pack,£3.00,£0.50/each,null,bakery,2024-11-05
Mr Kiplng Winter Berry & Custard Crumble Tarts X6,£2.85,£0.48/each,£2.50 Clubcard Price,bakery,2024-11-05
Soreen Banana Loaf 260G,£1.60,£0.62/100g,£1.25 Clubcard Price,bakery,2024-11-05
Ms Mollys Jumbo Chocolate & Vanilla Swiss Roll,£1.90,£1.90/each,null,bakery,2024-11-05
Old El Paso Large Super Soft Flour Tortillas 6 Pack 350G,£1.95,£0.56/100g,£1.50 Clubcard Price,bakery,2024-11-05
Tesco 2 Fresh Cream Bramley Apple Turnover 160G,£1.75,£1.09/100g,null,bakery,2024-11-05
Tesco Free From 4 White Tortilla Wraps,£2.20,£0.55/each,null,bakery,2024-11-05
Tesco Iced Madeira Cake,£1.80,£1.80/each,null,bakery,2024-11-05
Ms Mollys Raspberry Swiss Roll,£1.09,£1.09/each,null,bakery,2024-11-05
Tiger Bloomer 400G,£1.15,£0.29/100g,null,bakery,2024-11-05
Tesco Lemon Loaf Cake,null,null,null,bakery,2024-11-05
McVitie's Golden Syrup Sticky Pudding Cake 224g,£1.50,£1.50/each,null,bakery,2024-11-05
New York Bakery Soft Seeded Bagel Thins 4 Pack,£1.30,£0.32/each,null,bakery,2024-11-05
Mr Kipling Lemon Slice 8 Pack,£3.25,£0.41/each,null,bakery,2024-11-05
Tesco Free From Brown Bread 550G,£1.95,£0.36/100g,null,bakery,2024-11-05
Ms Molly's Lightly Fruited Cake,£1.20,£1.20/each,null,bakery,2024-11-05
Tesco 6 Angel Cake Slices 160G,£1.10,£0.69/100g,null,bakery,2024-11-05
Warburtons White Gluten Free Bread Sourdough 400G,£3.50,£0.88/100g,null,bakery,2024-11-05
Bonne Maman La Madeleine 7 Pack,£2.75,£1.57/100g,£2.00 Clubcard Price,bakery,2024-11-05
Schar Brown Ciabatta Rolls 200G,£2.40,£1.20/100g,null,bakery,2024-11-05
Tesco Finest Raspberry & White Chocolate Cookies 4 Pack,£2.00,£0.50/each,£1.70 Clubcard Price,bakery,2024-11-05
Slooow Crispy Rustic Rolls With Honey 360G,£2.50,£0.69/100g,null,bakery,2024-11-05
Tesco Finest Bakewell Tarts 2 Pack,£2.45,£1.22/each,null,bakery,2024-11-05
Genius Gluten Free Brioche Burger Buns 2 Pack,£1.85,£0.92/each,null,bakery,2024-11-05
Mr Kipling Apple & Blackcurrant Pies 6 Pack,£3.00,£0.50/each,null,bakery,2024-11-05
New York Bakery Gluten Free Plain Bagels 4 Pack,£2.70,£0.68/each,null,bakery,2024-11-05
Patak's Flame Baked Garlic & Coriander Naan Breads 2 Pack,£1.85,£0.92/each,null,bakery,2024-11-05
Tesco Finest 4 All-Butter Pain Au Chocolat,£2.30,£0.58/each,null,bakery,2024-11-05
Tesco 6 Banana Pancakes,£1.35,£0.22/each,null,bakery,2024-11-05
Tesco Finest 4 White Rolls With Sourdough,£1.30,£0.32/each,null,bakery,2024-11-05
Slooow Stone Oven Baguette White 250G,£1.60,£0.64/100g,null,bakery,2024-11-05
Soreen Malt Loaf 390G,null,null,null,bakery,2024-11-05
Tesco Coconut Macaroons 6 Pack,£1.29,£0.22/each,null,bakery,2024-11-05
White Farmhouse Loaf 400G,£1.15,£0.29/100g,null,bakery,2024-11-05
Tesco Finest Free From Mince Pies 4 Pack 200G,£2.80,£1.40/100g,null,bakery,2024-11-05
Fibre One 90 Calorie Triple Choc Cake Bars 4 x 25g (100g),£1.60,£1.60/100g,null,bakery,2024-11-05
Tesco Malted Grain & Rye Folded Flatbread 6 Pack,£1.30,£0.62/100g,null,bakery,2024-11-05
Tesco High Fibre Granary Loaf 400G Sliced,£1.15,£0.29/100g,null,bakery,2024-11-05
Mr Kipling Deliciously Good Chocolate Cake Slices X6,£2.50,£0.42/each,£1.50 Clubcard Price,bakery,2024-11-05
Tesco High Fibre Six Seed Loaf 400G Sliced,£1.15,£0.29/100g,null,bakery,2024-11-05
Tesco Salted Caramel Sponge Pudding 100G,£1.25,£1.25/100g,null,bakery,2024-11-05
Mr Kipling 30% Less Sugar 6 Bramley Apple Pies,£3.00,£0.50/each,null,bakery,2024-11-05
Tesco Chocolate Brownie 240G,£1.60,£0.67/100g,null,bakery,2024-11-05
Mr Kipling Battenberg Cake,£1.80,£0.78/100g,null,bakery,2024-11-05
Mrs Crimbles 6 Gluten Free Vegan Chocolate Macaroon 195G,£1.50,£0.77/100g,null,bakery,2024-11-05
Tesco White Bloomer 400G,£1.15,£0.29/100g,null,bakery,2024-11-05
Mr Kipling Chocolate Slice 8 Pack,£3.25,£0.41/each,null,bakery,2024-11-05
Tesco 6 Lemon Cake Slices 160G,£1.10,£0.69/100g,null,bakery,2024-11-05
Tesco Mini Milk Chocolate Cookies 20 Pack,£2.75,£0.14/each,£2.40 Clubcard Price,bakery,2024-11-05
Tesco All Butter Cheddar Cheese Twist,£1.20,£1.20/each,null,bakery,2024-11-05
Bfree Demi Baguette 2 Pack 220G,£3.10,£1.41/100g,null,bakery,2024-11-05
Cadbury Mini Yule Log 5 Pack,£2.85,£0.57/each,£2.50 Clubcard Price,bakery,2024-11-05
Tesco Finest Red Velvet Cake,£3.50,£3.50/each,null,bakery,2024-11-05
Tesco Brookie Bites 20 Pack,£2.75,£0.14/each,£2.40 Clubcard Price,bakery,2024-11-05
Tesco Garlic & Parsley Flatbread 210G,£2.00,£0.95/100g,null,bakery,2024-11-05
Warburtons Gluten Free White Wraps 4 Pack,£2.90,£0.72/each,null,bakery,2024-11-05
Tesco Rocky Road Bites 195G,£2.75,£1.41/100g,£2.40 Clubcard Price,bakery,2024-11-05
Tesco Finest Chocolate Orange Cookies 4 Pack,£2.00,£0.50/each,£1.70 Clubcard Price,bakery,2024-11-05
Tesco Apple & Cinnamon Turnover 2 Pack,£1.60,£0.80/each,null,bakery,2024-11-05
Deli Kitchen 6 Brioche Style Tortilla Wraps 366G,£1.85,£0.50/100g,null,bakery,2024-11-05
Genius Gluten Free 6 Pancakes,£2.25,£0.38/each,null,bakery,2024-11-05
Genius Gluten Free 2 Double Chocolate Muffins,£2.10,£1.05/each,null,bakery,2024-11-05
Schar Panini Rolls 225G,null,null,null,bakery,2024-11-05
Patak's Flame Baked Plain Naan Breads 2 Pack,£1.85,£0.92/each,null,bakery,2024-11-05
Piselli Cocoa And Chocolate Chip Panettone 100G,£2.00,£2.00/100g,£1.75 Clubcard Price,bakery,2024-11-05
Tesco Finest Free From Dark Chocolate Ginger Cookies 150G,£2.60,£1.73/100g,null,bakery,2024-11-05
Tesco Rhubarb Pie,£1.90,£1.90/each,null,bakery,2024-11-05
Mr Kipling 6 Festive Bakewell Tarts,£2.25,£0.38/each,£2.00 Clubcard Price,bakery,2024-11-05
Tesco Sliced Brioche Loaf 500G,£2.00,£0.40/100g,null,bakery,2024-11-05
Deli Kitchen 6 Carb Lite Wraps 300G,£1.85,£0.62/100g,null,bakery,2024-11-05
Tesco Free From 4 Iced Topped Mince Pies 225G,£2.25,£1.00/100g,null,bakery,2024-11-05
Tesco Finest 4 Cheese & Black Pepper English Muffins,£1.55,£0.39/each,null,bakery,2024-11-05
Tesco Iced Coffee Cake,£1.80,£1.80/each,null,bakery,2024-11-05
Tesco Blackcurrant Sundae Tarts 4 Pack,null,null,null,bakery,2024-11-05
Tesco 6 Welsh Cakes,£1.50,£0.25/each,null,bakery,2024-11-05
Tesco Fresh Free From Hot Cross Buns 4 Pack,£2.00,£0.50/each,null,bakery,2024-11-05
Tesco Free From Cherry Bakewell Tarts 4 Pack,£2.10,£0.52/each,null,bakery,2024-11-05
Tesco 4 Rosemary & Sea Salt Focaccia 200G,null,null,null,bakery,2024-11-05
Hovis Seeded Bread 450G,£1.85,£0.41/100g,null,bakery,2024-11-05
"Tesco Fresh Cream Horns 2 Pack, 110 G",£1.75,£1.59/100g,null,bakery,2024-11-05
Nomma Chocolate Chip Panettone 500G,£6.00,£1.20/100g,£5.25 Clubcard Price,bakery,2024-11-05
Tesco Finest 4 Millionaire Shortbread Slices,£4.00,£4.00/each,null,bakery,2024-11-05
Bfree Pizza Bases 360G,£3.80,£1.06/100g,null,bakery,2024-11-05
Tesco Free From Double Chocolate Mini Muffin 12 Pack,£3.00,£0.25/each,null,bakery,2024-11-05
Tesco Finest Iced Rich Fruit Cake 150G,£3.25,£2.17/100g,null,bakery,2024-11-05
Bonne Maman Chocolate Madeleines 210G,£2.75,£1.31/100g,£2.00 Clubcard Price,bakery,2024-11-05
Abra-Ca-Debora Buttermilk Pancakes 240G,£2.45,£1.02/100g,null,bakery,2024-11-05
Tesco Raspberry Jam Roly Poly 460G,£4.00,£0.87/100g,null,bakery,2024-11-05
Warburtons Gluten Free 4 Soft Brioche Rolls,£2.90,£0.72/each,null,bakery,2024-11-05
Old El Paso 8 Tortilla Pockets 223G,£2.70,£1.21/100g,null,bakery,2024-11-05
Schar Gluten Free Waffles 100G,£2.40,£2.40/100g,null,bakery,2024-11-05
Warburtons Gluten Free Crumpets 4 Pack,£2.35,£0.59/each,null,bakery,2024-11-05
Piselli Classic Panettone 100G,£2.00,£2.00/100g,£1.75 Clubcard Price,bakery,2024-11-05
Tesco Finest 2 Flame Baked Flatbreads,£1.75,£0.88/each,£1.40 Clubcard Price,bakery,2024-11-05
Jason's Sourdough Loaf Majestic Malted 450G,null,null,null,bakery,2024-11-05
Patak's 4 Flame Baked Garlic & Coriander Mini Naan Breads,£1.85,£0.46/each,null,bakery,2024-11-05
Crosta & Mollica 6 Durum Wheat Piadina Midi Flatbreads 240G,£1.90,£0.79/100g,null,bakery,2024-11-05
Tesco Plain Pretzel,£1.10,£1.10/each,null,bakery,2024-11-05
Tesco All Butter Chocolate Twist,£1.20,£1.20/each,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",bakery,2024-11-05
"Tesco Fresh Cream Raspberry Turnover 2 Pack, 148 G",£1.75,£1.18/100g,null,bakery,2024-11-05
Tesco 2 Chocolate Fudge Cupcakes,£1.55,£0.78/each,null,bakery,2024-11-05
Thorntons Bites Caramel Shortcakes Milk Chocolate 10Pack,£2.00,£0.20/each,null,bakery,2024-11-05
McVitie's Original Jaffa Cake Bar Multipack 5 x 26.2g,£1.95,£0.39/each,£1.25 Clubcard Price,bakery,2024-11-05
Tesco Madeleines 400G,£2.50,£0.62/100g,null,bakery,2024-11-05
Galaxy Salted Caramel Cake Bars 5 Pack,£1.50,£0.30/each,null,bakery,2024-11-05
Soreen White Chocolate & Raspberry Loaves 5 Pack 150G,£1.50,£1.00/100g,£1.25 Clubcard Price,bakery,2024-11-05
Mr Kipling Deep Filled Festive Pie 6 Pack,£2.35,£0.39/each,£2.00 Clubcard Price,bakery,2024-11-05
Hovis Original Small Granary Bread 400G,£1.15,£0.29/100g,null,bakery,2024-11-05
Mr Kipling Deliciously Good Angel Cake Slices X6,£2.50,£0.42/each,£1.50 Clubcard Price,bakery,2024-11-05
Tesco Coconut & Raspberry Loaf Cake,£1.60,£1.60/each,null,bakery,2024-11-05
Tesco Free From Bramley Apple Pies 4 Pack,£2.10,£0.52/each,null,bakery,2024-11-05
Tesco 5 Custard Doughnuts,£1.15,£0.23/each,null,bakery,2024-11-05
McVitie's Original Jaffa Cake Bar Multipack 10 x 24.5g,£2.75,£0.28/each,null,bakery,2024-11-05
Tesco Lemon Curd Tarts 6 Pack,£0.95,£0.16/each,null,bakery,2024-11-05
Tesco Chocolate Mega Loaf,null,null,null,bakery,2024-11-05
Tesco 18 Cupcakes,£7.50,£0.42/each,null,bakery,2024-11-05
Tesco Slinky Caterpillar Cake,£7.50,£7.50/each,null,bakery,2024-11-05
Tesco Cherry Genoa Cake 800G,£7.25,£0.91/100g,£6.50 Clubcard Price,bakery,2024-11-05
Tesco Free From 5 Chocolate Coated Cake Slices,£3.90,£0.78/each,null,bakery,2024-11-05
Tesco Finest Free From 12 Tiffin Selection Box,£5.00,£0.42/each,null,bakery,2024-11-05
Tesco 6 Celebration Cupcakes,£4.25,£0.71/each,null,bakery,2024-11-05
Tesco Free From 5 Chocolate Brownie Slices 145G,£3.10,£2.14/100g,null,bakery,2024-11-05
Tesco Crispy Caramel Bites 20 Pack,£2.75,£0.14/each,£2.40 Clubcard Price,bakery,2024-11-05
Tesco Rich Fruit Cake 800G,£5.25,£0.66/100g,null,bakery,2024-11-05
Promise Gluten Free Multigrain Loaf 480G,£4.50,£0.94/100g,null,bakery,2024-11-05
Promise Gluten Free Soft White Loaf 480G,£4.50,£0.94/100g,null,bakery,2024-11-05
Warburtons White Thins Gluten Free 4 Pack 200G,£2.75,£1.38/100g,null,bakery,2024-11-05
Tesco Free From Lemon Loaf Cake,£2.70,£2.70/each,null,bakery,2024-11-05
Mrs Crimble's Classic Madeleine 180G,£2.50,£1.39/100g,£2.00 Clubcard Price,bakery,2024-11-05
Genius Blueberry Muffin 2 Pack,£2.10,£1.05/each,null,bakery,2024-11-05
Dina Handmade Classic Baklawa Selection 200G,£2.50,£1.25/100g,null,bakery,2024-11-05
Bfree Wholegrain Gluten Free Pitta Bread 4X55g,£2.75,£1.25/100g,null,bakery,2024-11-05
Genius Multiseed Rolls 4 Pack,£2.10,£0.52/each,null,bakery,2024-11-05
Patak's Flame Baked Peshwari Naan Breads 2 Pack,£1.85,£0.92/each,null,bakery,2024-11-05
Tesco Finest Vintage Cheddar Boule,£2.25,£2.25/each,null,bakery,2024-11-05
Tesco Strawberry Jam Victoria Sponge 360G,£3.50,£0.97/100g,null,bakery,2024-11-05
Fibre One 90 Calorie Doughnut Chocolate Flavour 4X23g,£2.90,£3.15/100g,null,bakery,2024-11-05
Old El Paso Soft Corn Tortillas X8 335G,£1.80,£0.54/100g,£1.50 Clubcard Price,bakery,2024-11-05
Warburtons Protein Power Sliced Wholemeal Bread 700G,£2.00,£0.29/100g,null,bakery,2024-11-05
Genius Gut Lovin Tiger Bloomer Loaf 400G,£3.30,£0.82/100g,null,bakery,2024-11-05
Tesco All Butter Croissant,£1.10,£1.10/each,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",bakery,2024-11-05
Tesco Free From 4 Caramelised Apple Crumble Pies,£1.95,£0.49/each,null,bakery,2024-11-05
Tesco Chocolate Chip Madeleines 400G,£2.50,£0.62/100g,null,bakery,2024-11-05
Hovis Seeded Batch 800G,£1.50,£0.19/100g,null,bakery,2024-11-05
Tesco Free From Jam Tarts 6 Pack,£2.10,£0.35/each,null,bakery,2024-11-05
Cadbury Raspberry Mini Roll 5 Pack,£2.00,£0.40/each,null,bakery,2024-11-05
Tesco Banana Loaf Cake,£1.60,£1.60/each,null,bakery,2024-11-05
Dina Paninette 5 Large White Bread Wraps,£1.10,£0.22/each,null,bakery,2024-11-05
Tesco High Fibre Granary Loaf 400G,£1.15,£0.29/100g,null,bakery,2024-11-05
Mr Kipling 6 Apple & Blackcurrant Pie 30% Less Sugar,£3.00,£0.50/each,null,bakery,2024-11-05
Tesco Flapjack 240G,£1.60,£0.67/100g,null,bakery,2024-11-05
Tesco Large Chocolate Cake,£11.00,£11.00/each,null,bakery,2024-11-05
Tesco Finest Black Forest Christmas Puddings 800G,£12.00,£1.50/100g,null,bakery,2024-11-05
Dina Baklawa 350G,£5.00,£1.43/100g,null,bakery,2024-11-05
Tesco Finest Free From Victoria Sponge Cake,£4.25,£4.25/each,null,bakery,2024-11-05
Tesco Finest Free From Millionaire Slices 4 Pack,£3.50,£0.88/each,null,bakery,2024-11-05
Tesco Finest Free From Carrot Cake,£4.25,£4.25/each,null,bakery,2024-11-05
Bfree Sweet Potato Gluten Free Wrap 6X42g,£3.75,£1.49/100g,null,bakery,2024-11-05
Oggs Vegan Mini Vanilla Cupcakes 9 Pack 180G,£4.00,£2.22/100g,null,bakery,2024-11-05
Warburtons Gluten Free 4 Soft Seeded Sliced Rolls,£2.90,£0.72/each,null,bakery,2024-11-05
Bfree Tiger Rolls 4X60g,£3.25,£1.35/100g,null,bakery,2024-11-05
Tesco Finest Free From Tiger Bread 400G,£3.15,£0.79/100g,null,bakery,2024-11-05
Tesco Finest Apple & Blackberry Crumble Danish 2 Pack,£2.00,£1.00/each,null,bakery,2024-11-05
Tesco Free From 5 Oaty Bakes 150G,£2.25,£1.50/100g,null,bakery,2024-11-05
Tesco 8 Cornflake Clusters,£1.40,£0.18/each,null,bakery,2024-11-05
Tesco Free From 2 Sultana Scones,£2.20,£1.10/each,null,bakery,2024-11-05
Daelmans Mini Caramel Stroopwafel 200G,£2.00,£1.00/100g,null,bakery,2024-11-05
Tesco Finest Kalamata & Halkidiki Olive Batard,£2.25,£2.25/each,null,bakery,2024-11-05
Bfree High Protein Wraps 4X42g,£3.20,£1.90/100g,null,bakery,2024-11-05
Patak's 4 Flame Baked Mini Naan Breads,£1.85,£0.46/each,null,bakery,2024-11-05
Crosta & Mollica 6 Whole Blend Piadina Midi Flatbreads 240G,£1.90,£0.79/100g,null,bakery,2024-11-05
Tesco Finest Free From Triple Chocolate Cookies 150G,£2.60,£1.73/100g,null,bakery,2024-11-05
Ms Mollys Chocolate Cake,£4.69,£4.69/each,null,bakery,2024-11-05
Old El Paso Super Soft Flour Tortillas Whole Wheat 8Pk 326G,£1.80,£0.55/100g,£1.50 Clubcard Price,bakery,2024-11-05
Tesco Cheese Bloomer,£2.00,£2.00/each,null,bakery,2024-11-05
Schar Gluten Free Foldable Flatbreads 225G,£2.50,£1.11/100g,null,bakery,2024-11-05
Tesco Free From 4 Chocolate Cupcakes,£2.90,£0.72/each,null,bakery,2024-11-05
Tesco High Fibre Wholemeal Loaf 400G,£1.15,£1.15/each,null,bakery,2024-11-05
Hovis White Bread 450G,£1.85,£0.41/100g,null,bakery,2024-11-05
Irwin's Together Cinnamon & Raisin Toasty Loaf 400G,null,null,null,bakery,2024-11-05
Tesco High Fibre Six Seed Loaf 400G,£1.15,£1.15/each,null,bakery,2024-11-05
Mrs Crimble's 6 Gluten Free Coconut Macaroons 180G,£1.50,£0.83/100g,null,bakery,2024-11-05
Tesco Birthday Cake Cubes 15 Pack,£14.00,£0.93/each,null,bakery,2024-11-05
Galaxy Ripple Indulgent Chocolate Cake,£14.00,£14.00/each,£10.00 Clubcard Price,bakery,2024-11-05
Tesco Half & Half Cake,£16.00,£16.00/each,null,bakery,2024-11-05
Tesco Finest Tiramisu Style Panettone 790G,£12.50,£1.58/100g,null,bakery,2024-11-05
Tesco Stars Party Cake,£9.00,£9.00/each,null,bakery,2024-11-05
Tesco Celebration Cake,£12.00,£12.00/each,null,bakery,2024-11-05
Tesco Happy Birthday Cake,£10.00,£10.00/each,null,bakery,2024-11-05
Tesco Triple Layer Chocolate Cake,£16.00,£16.00/each,null,bakery,2024-11-05
Tesco Small Chocolate Cake,£9.00,£9.00/each,null,bakery,2024-11-05
Tesco Football Cake,£10.00,£10.00/each,null,bakery,2024-11-05
Just Love Food Vegan Chocolate Cake,£8.00,£8.00/each,null,bakery,2024-11-05
Tesco Fuzzy Caterpillar Cake,£7.50,£7.50/each,null,bakery,2024-11-05
Schar Gluten Free Panettone With Raisins 420G,£7.90,£1.88/100g,null,bakery,2024-11-05
Tesco Finest Chocolate And Salted Caramel Cake,£6.00,£6.00/each,null,bakery,2024-11-05
Tesco 6 Half & Half Cupcakes,£4.25,£0.71/each,null,bakery,2024-11-05
Tesco Finest Free From Chocolate Cake,£4.25,£4.25/each,null,bakery,2024-11-05
Tesco Free From Flapjack Bites 20 Pack,£3.00,£0.15/each,null,bakery,2024-11-05
Tesco Finest Stonebaked Seeded Multigrain Bloomer,£2.50,£2.50/each,null,bakery,2024-11-05
Tesco Finest Stonebaked White Crusty Bloomer,£2.50,£2.50/each,null,bakery,2024-11-05
Oggs Vegan Victoria Sponge Cakes 4 Pack 184G,£4.00,£2.17/100g,null,bakery,2024-11-05
Tesco Finest Stonebaked Ciabatta,£2.25,£2.25/each,null,bakery,2024-11-05
Bosh Luscious Lemon Cake,£3.75,£3.75/each,null,bakery,2024-11-05
Tesco Finest 9 Chocolate Selection Mini Cupcakes,£4.00,£0.44/each,null,bakery,2024-11-05
We Love Cake Free From Raspberry Ripple 4 Pack 150G,£2.30,£1.53/100g,null,bakery,2024-11-05
Tesco Finest 9 Old School Pudding Mini Cupcakes,£4.00,£0.44/each,null,bakery,2024-11-05
Al'fez Lebanese Style Flatbreads Flame Baked 180G,£2.25,£1.25/100g,£2.00 Clubcard Price,bakery,2024-11-05
Tesco Finest Free From White Chocolate Cranberry Cookies 150G,£2.60,£1.73/100g,null,bakery,2024-11-05
Cadbury Crunchie Cake Bars 5 Pack,£2.25,£0.45/each,Save 1/3 £1.50 Clubcard Price,bakery,2024-11-05
Ms Mollys Madeira Cake ..,£4.69,£4.69/each,null,bakery,2024-11-05
Tesco Chocolate Swirl Bites 8 Pack,£1.75,£0.22/each,£1.50 Clubcard Price,bakery,2024-11-05
Tesco Finest Sundried Tomato & Oregano Sourdough 400G,£1.80,£0.45/100g,null,bakery,2024-11-05
Warburtons Small Seeded Batch Bread 400G,£1.20,£0.30/100g,null,bakery,2024-11-05
Warburtons Half & Half Thick Bread 800G,£1.35,£0.17/100g,null,bakery,2024-11-05
Mr Kipling Deliciously Good Mini Apple Pie 9Pk,£2.30,£0.26/each,null,bakery,2024-11-05
Tesco Rose Bouquet Cake,£16.00,£16.00/each,null,bakery,2024-11-05
Tesco Cookies & Cream Cake,£16.00,£16.00/each,null,bakery,2024-11-05
Marvel Spiderman Nut Free Cake,£16.00,£16.00/each,null,bakery,2024-11-05
Disney Cars Lightning Mcqueen Chocolate Cake,£16.00,£16.00/each,null,bakery,2024-11-05
Disney Princess Ensemble Celebration Cake,£14.00,£14.00/each,null,bakery,2024-11-05
Xbox Celebration Cake,£16.00,£16.00/each,null,bakery,2024-11-05
Tesco Pick & Mix Cupcake,£16.00,£16.00/each,null,bakery,2024-11-05
Pokemon Celebration Cake,£14.00,£14.00/each,null,bakery,2024-11-05
Tesco Finest Trillionaire Cake,£17.00,£17.00/each,null,bakery,2024-11-05
England Shirt Shaped Cake,£14.00,£14.00/each,null,bakery,2024-11-05
Tesco Madeira Party Cake,£9.00,£9.00/each,null,bakery,2024-11-05
Just Love Food Nut Free Happy Birthday Cake,£9.00,£9.00/each,null,bakery,2024-11-05
Thorntons Celebration Cake,null,null,null,bakery,2024-11-05
Me To You Gift Cake,£6.00,£6.00/each,null,bakery,2024-11-05
Tesco Free From Confetti Cake,£10.00,£10.00/each,null,bakery,2024-11-05
Thorntons Indulgent Chocolate Gift Cake,£6.00,£6.00/each,null,bakery,2024-11-05
Tesco Mini Danish Selection 5 Pack,£1.90,£0.38/each,null,bakery,2024-11-05
Tesco Finest Jalapeno & Vintage Cheddar Bloomer,£2.25,£2.25/each,null,bakery,2024-11-05
Tesco All Butter Chocolate Croissant,£1.10,£1.10/each,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",bakery,2024-11-05
Cadbury Chocolate Mini Roll 10 Pack,£3.45,£0.34/each,£2.50 Clubcard Price,bakery,2024-11-05
Tesco All Butter Pain Au Raisin,£1.10,£1.10/each,"£5 Meal Deal Clubcard Price £5.50 Meal Deal Regular Price - Selected Drink + Snack + Tesco Finest* Or Branded Sandwich, Wrap, Roll, Salad Or Sushi",bakery,2024-11-05
