Name,Price,Price per Unit,Category,Subcategory,Date
Protein Chicken Tikka Masala,£2.99,(£7.87/1 KG),fresh_food,meat_poultry,2025-05-29
Southern Fried Chicken Sandwich,£0.99,(£7.50/1 KG),fresh_food,meat_poultry,2025-05-29
Southern Fried Chicken Sub,£1.39,(£9.39/1 KG),fresh_food,meat_poultry,2025-05-29
Butter Chicken Rice Meal,£2.49,(£3.56/1 KG),fresh_food,meat_poultry,2025-05-29
Flame Grilled Beef Burger,£0.99,(£8.61/1 KG),fresh_food,meat_poultry,2025-05-29
Chicken & Mushroom Flavour Snack Noodle,£0.69,(£0.77/100 G),fresh_food,meat_poultry,2025-05-29
Chicken Stock Cubes 12 Pack,£0.69,(£0.58/100 G),fresh_food,meat_poultry,2025-05-29
Chicken Stock Pots 4 Pack,£0.99,(£1.03/100 G),fresh_food,meat_poultry,2025-05-29
Chicken Casserole Dried Recipe Mix,£0.39,(£0.78/100 G),fresh_food,meat_poultry,2025-05-29
Chicken & Vegetable Pies 4 Pack,£1.99,(£3.50/1 KG),fresh_food,meat_poultry,2025-05-29
No Chicken Katsu Bakes 2 Pack,£0.99,(£0.35/100 G),fresh_food,meat_poultry,2025-05-29
"Chicken, Tomato & Basil Topped Pasta",£1.99,(£0.66/100 G),fresh_food,meat_poultry,2025-05-29
"King Prawn, Chicken & Chorizo Paella",£5.39,(£6.74/1 KG),fresh_food,meat_poultry,2025-05-29
Chicken & Stuffing Deeper Fill Sandwich,£2.19,(£2.19/1 Each),fresh_food,meat_poultry,2025-05-29
Chicken & Chorizo Deeper Fill Sandwich,£2.19,(£2.19/1 Each),fresh_food,meat_poultry,2025-05-29
Coronation Chicken Deeper Fill Sandwich,£2.19,(£2.19/1 Each),fresh_food,meat_poultry,2025-05-29
Chicken & Mushroom Slices 2 Pack,£1.75,(£0.58/100 G),fresh_food,meat_poultry,2025-05-29
Chicken Tikka Slices 2 Pack,£1.75,(£0.58/100 G),fresh_food,meat_poultry,2025-05-29
Katsu Chicken Cali Rolls Sushi,£3.29,(£3.29/1 Each),fresh_food,meat_poultry,2025-05-29
Sweet Chilli Chicken Triple Wraps,£2.89,(£9.90/1 KG),fresh_food,meat_poultry,2025-05-29
Sweet Chilli Chicken Noodle Salad,£2.19,,fresh_food,meat_poultry,2025-05-29
Middle Eastern Inspired Chicken Salad,£2.19,,fresh_food,meat_poultry,2025-05-29
Chicken Rogan Josh With Pilau Rice,£2.49,(£6.23/1 KG),fresh_food,meat_poultry,2025-05-29
Organic Chicken Casserole with Rice Pouch,£0.59,(£0.45/100 G),fresh_food,meat_poultry,2025-05-29
Chicken Tikka Masala with Pilau Rice,£2.49,(£6.23/1 KG),fresh_food,meat_poultry,2025-05-29
Sticky Chicken Skewers 10 Pack,£1.99,(£11.06/1 KG),fresh_food,meat_poultry,2025-05-29
Satay Chicken Skewers 10 Pack,£1.99,(£11.06/1 KG),fresh_food,meat_poultry,2025-05-29
Creamy Chicken & Pesto Style Pasta,£1.99,(£4.98/1 KG),fresh_food,meat_poultry,2025-05-29
Chicken Tikka Wood Fired Pizza,£2.65,(£11.83/1 KG),fresh_food,meat_poultry,2025-05-29
Beef Ravioli in a Juicy Tomato Sauce,£0.75,(£0.19/100 G),fresh_food,meat_poultry,2025-05-29
Beef Stock Cubes 12 Pack,£0.69,(£0.58/100 G),fresh_food,meat_poultry,2025-05-29
Beef Stock Pots 4 Pack,£0.99,(£1.03/100 G),fresh_food,meat_poultry,2025-05-29
Beef Casserole Dried Recipe Mix,£0.39,(£0.78/100 G),fresh_food,meat_poultry,2025-05-29
Puff Pastry Beef & Vegetable Pasty,£0.69,(£0.35/100 G),fresh_food,meat_poultry,2025-05-29
Beef in Black Bean Sauce Meal,£2.49,(£6.23/1 KG),fresh_food,meat_poultry,2025-05-29
Ultimate No Beef Burgers 2 Pack,£2.49,(£1.10/100 G),fresh_food,meat_poultry,2025-05-29
Organic Vegetable & Beef Casserole Pouch,£0.59,(£0.45/100 G),fresh_food,meat_poultry,2025-05-29
Corned Beef Crispbakes 2 Pack,£1.69,(£7.44/1 KG),fresh_food,meat_poultry,2025-05-29
Classic Pork Pies 4 Pack,£1.29,(£0.50/100 G),fresh_food,meat_poultry,2025-05-29
No Pork Sausage Rolls 4 Pack,£0.99,(£0.25/100 G),fresh_food,meat_poultry,2025-05-29
Pork Sausage Rolls 10 Pack,£1.29,(£0.48/100 G),fresh_food,meat_poultry,2025-05-29
Pork Sausage Rolls 9 Pack,£1.29,(£0.48/100 G),fresh_food,meat_poultry,2025-05-29
Pork & Pickle Pies 6 Pack,£1.99,(£0.66/100 G),fresh_food,meat_poultry,2025-05-29
6 Pack Pork & Apple Pies,£1.99,(£0.66/100 G),fresh_food,meat_poultry,2025-05-29
Battered No Pork Sausages 2 Pack,£1.99,(£1.11/100 G),fresh_food,meat_poultry,2025-05-29
Ultimate No Pork Sausages 6 Pack,£2.49,(£0.92/100 G),fresh_food,meat_poultry,2025-05-29
Tomato & Bacon Pasta Bake Sauce,£0.69,(£0.14/100 G),fresh_food,meat_poultry,2025-05-29
Tomato & Bacon Stir-In Pasta Sauce,£0.85,(£0.57/100 G),fresh_food,meat_poultry,2025-05-29
Cherrywood Smoked Bacon & Cheddar Quiche,£3.29,(£0.82/100 G),fresh_food,meat_poultry,2025-05-29
Bacon & Cheese Wraps 2 Pack,£1.65,(£8.09/1 KG),fresh_food,meat_poultry,2025-05-29
Cheese & Bacon Mac N Cheese,£1.79,(£5.97/1 KG),fresh_food,meat_poultry,2025-05-29
Cheese & Bacon Crispbakes 2 Pack,£1.69,(£7.44/1 KG),fresh_food,meat_poultry,2025-05-29
Ham Salad Deeper Fill Sandwich,£2.19,(£2.19/1 Each),fresh_food,meat_poultry,2025-05-29
Duck Bao Buns 6 Pack,£2.29,(£8.48/1 KG),fresh_food,meat_poultry,2025-05-29
Duck & Hoisin Gyoza 12 Pack,£2.29,(£9.54/1 KG),fresh_food,meat_poultry,2025-05-29
Chicken Flavour Instant Noodles,£0.35,(£0.35/100 G),fresh_food,meat_poultry,2025-05-29
Grain Free Dog Food,£5.15,(£2.58/1 KG),fresh_food,meat_poultry,2025-05-29
Complete Adult Cat Food with Chicken & Liver,£2.69,(£1.35/1 KG),fresh_food,meat_poultry,2025-05-29
Adult Worker Dog Food With Chicken & Vegetables,£8.99,(£0.75/1 KG),fresh_food,meat_poultry,2025-05-29
Cream of Chicken Soup 4 Pack,£3.75,(£0.23/100 G),fresh_food,meat_poultry,2025-05-29
Chicken Stock Pots 8 Pack,£2.49,(£1.11/100 G),fresh_food,meat_poultry,2025-05-29
Chicken & Chorizo Paella Rice Meal,£2.49,(£3.56/1 KG),fresh_food,meat_poultry,2025-05-29
Beef Stock Pots 8 Pack,£2.49,(£1.11/100 G),fresh_food,meat_poultry,2025-05-29
Protein BBQ Pulled Pork & Rice,£2.99,(£7.87/1 KG),fresh_food,meat_poultry,2025-05-29
Takeaway BBQ Chicken Fully Loaded Pizza,£4.15,(£7.48/1 KG),fresh_food,meat_poultry,2025-05-29
2 Step Butter Chicken Curry Sauce,£1.69,(£0.47/100 G),fresh_food,meat_poultry,2025-05-29
Deep Filled Chicken & Gravy Pie For One,£1.65,(£0.83/100 G),fresh_food,meat_poultry,2025-05-29
Hot Chicken Tikka Masala with Pilau Rice,£2.49,(£6.23/1 KG),fresh_food,meat_poultry,2025-05-29
Chargrilled No Chicken Smash Burgers 2 Pack,£1.99,(£0.88/100 G),fresh_food,meat_poultry,2025-05-29
BBQ No Chicken Smash Burgers 2 Pack,£1.99,(£0.88/100 G),fresh_food,meat_poultry,2025-05-29
Extra Thick Chicken Caesar Loaded Dip,£1.99,(£1.17/100 G),fresh_food,meat_poultry,2025-05-29
Beef & Tomato Flavour Snack Noodles Pot,£0.69,(£0.77/100 G),fresh_food,meat_poultry,2025-05-29
Beef & Vegetable Mini Pasties 10 Pack,£1.79,(£0.60/100 G),fresh_food,meat_poultry,2025-05-29
Mini Melton Pork Pies 6 Pack,£1.99,(£0.66/100 G),fresh_food,meat_poultry,2025-05-29
Pork & Pickle Sausage Rolls 10 Pack,£1.29,(£0.48/100 G),fresh_food,meat_poultry,2025-05-29
6 Pack Caramelised Onion Pork Pies,£1.99,(£0.66/100 G),fresh_food,meat_poultry,2025-05-29
Tomato & Chilli Pork Pies 6 Pack,£1.99,(£0.66/100 G),fresh_food,meat_poultry,2025-05-29
Premium Pork Sausage Rolls 4 Pack,£2.49,(£1.32/100 G),fresh_food,meat_poultry,2025-05-29
BBQ Pulled Pork Mac N Cheese,£1.79,(£5.97/1 KG),fresh_food,meat_poultry,2025-05-29
Pork Sausage Mini Rolls 20 Pack,£1.79,(£0.90/100 G),fresh_food,meat_poultry,2025-05-29
Brie & Bacon with Tomato & Chilli Relish Sandwich,£1.99,(£1.99/1 Each),fresh_food,meat_poultry,2025-05-29
Honey Roast Ham Salad with Mayo Sandwich,£1.99,(£1.99/1 Each),fresh_food,meat_poultry,2025-05-29
Ham & Pineapple Thin Crust Stonebaked Pizza,£1.45,(£3.76/1 KG),fresh_food,meat_poultry,2025-05-29
"Ham, Mushroom & Mascarpone Wood Fired Pizza",£2.65,(£11.52/1 KG),fresh_food,meat_poultry,2025-05-29
Mini Duck Spring Rolls 12 Pack,£1.79,(£8.29/1 KG),fresh_food,meat_poultry,2025-05-29
Long Body Dog Toy,£2.99,(£2.99/1 Each),fresh_food,meat_poultry,2025-05-29
BBQ Beef Flavour Instant Noodles,£0.35,(£0.35/100 G),fresh_food,meat_poultry,2025-05-29
Thin Crust Sweet Chilli Chicken Stonebaked Pizza,£1.45,(£4.26/1 KG),fresh_food,meat_poultry,2025-05-29
Large Chicken & Vegetable Spring Rolls 6 Pack,£1.99,(£5.53/1 KG),fresh_food,meat_poultry,2025-05-29
"Chicken, Tomato & Pesto Pasta Bake Family Pack",£4.99,(£4.16/1 KG),fresh_food,meat_poultry,2025-05-29
Large Beef Dripping Yorkshire Puddings 6 Pack,£1.99,(£6.91/1 KG),fresh_food,meat_poultry,2025-05-29
Organic Vegetable & Beef Hotpot with Chunks Tray Meal,£0.95,(£0.48/100 G),fresh_food,meat_poultry,2025-05-29
Oak Smoked Ham & Cheddar Cheese with Mayo Sandwich,£1.99,(£1.99/1 Each),fresh_food,meat_poultry,2025-05-29
Ayrshire Cured Ham Hock with Farmhouse Cheddar Sandwich,£2.99,(£2.99/1 Each),fresh_food,meat_poultry,2025-05-29
Puff Pastry Ham & Cheese Slices 2 Pack,£1.75,(£0.58/100 G),fresh_food,meat_poultry,2025-05-29
Asia Inspired Noodles Cantonese Style Hoisin Duck,£0.85,(£1.09/100 G),fresh_food,meat_poultry,2025-05-29
"Chicken, Chorizo & Roquito Pepper Wood Fired Sourdough Pizza",£3.99,(£8.33/1 KG),fresh_food,meat_poultry,2025-05-29
Organic Vegetable & Chicken Cous Cous with Chunks Tray Meal,£0.95,(£0.48/100 G),fresh_food,meat_poultry,2025-05-29
Tex-Mex Style No Chicken Smash Burgers 2 Pack,£1.99,(£0.88/100 G),fresh_food,meat_poultry,2025-05-29
Texan Style BBQ Pork Sausage Rolls 4 Pack,£2.49,(£1.32/100 G),fresh_food,meat_poultry,2025-05-29
"Italian Ham, Portobello Mushroom & Mascapone Wood Fired Pizza",£3.99,(£7.67/1 KG),fresh_food,meat_poultry,2025-05-29
Organic Sweet & Sour Veg & Chicken with Rice & Chunks Tray Meal,£0.95,(£0.48/100 G),fresh_food,meat_poultry,2025-05-29
Limited Edition Takeaway Carbonara Pizza with a Cheese & Bacon Stuffed Crust,£2.99,(£5.98/1 KG),fresh_food,meat_poultry,2025-05-29
Limited Edition Takeaway Bacon Cheese Burger Pizza with a Cheese Stuffed Crust,£2.99,(£5.54/1 KG),fresh_food,meat_poultry,2025-05-29
Natural Treat,£3.99,(£13.30/1 KG),fresh_food,meat_poultry,2025-05-29
Limited Edition Takeaway Salt & Pepper Chicken Pizza with a Spicy Tomato Stuffed Crust,£2.99,(£5.67/1 KG),fresh_food,meat_poultry,2025-05-29
Lightly Smoked Scottish Salmon Fillets 2 Pack,£3.99,(£16.63/1 KG),fresh_food,seafood,2025-05-29
Boneless Salmon Fillets 2 Pack,£3.49,(£14.54/1 KG),fresh_food,seafood,2025-05-29
Boneless Salmon Fillet Joint,£7.49,(£14.98/1 KG),fresh_food,seafood,2025-05-29
Boneless Salmon Fillets 4 Pack,£6.99,(£14.56/1 KG),fresh_food,seafood,2025-05-29
Scottish Salmon Fillets 2 Pack,£3.99,(£16.63/1 KG),fresh_food,seafood,2025-05-29
Boneless Cod Fillets 2 Pack,£3.99,(£15.96/1 KG),fresh_food,seafood,2025-05-29
Whole Salmon,£3.75,(£7.49/1 KG),fresh_food,seafood,2025-05-29
Skinless & Boneless Cod Loins 2 Pack,£4.69,(£18.04/1 KG),fresh_food,seafood,2025-05-29
Boneless Smoked Haddock Fillets 2 Pack,£3.89,(£16.91/1 KG),fresh_food,seafood,2025-05-29
Boneless Mediterranean Sea Bass Fillets 2 Pack,£3.29,(£18.28/1 KG),fresh_food,seafood,2025-05-29
Oak & Beechwood Smoked Salmon Slices,£2.49,(£24.90/1 KG),fresh_food,seafood,2025-05-29
Salmon Pieces,£2.85,(£11.40/1 KG),fresh_food,seafood,2025-05-29
Wild Caught Yellowfin Tuna Steak,£4.99,(£24.95/1 KG),fresh_food,seafood,2025-05-29
Salmon Portions 4 Pack,£6.99,(£14.56/1 KG),fresh_food,seafood,2025-05-29
Rich & Succulent Trout Fillets 2 Pack,£3.99,(£16.63/1 KG),fresh_food,seafood,2025-05-29
Sweet Chilli Hot Smoked Salmon Fillets 2 Pack,£4.29,(£23.19/1 KG),fresh_food,seafood,2025-05-29
Lemon & Herb Hot Smoked Salmon Fillets 2 Pack,£4.29,(£23.19/1 KG),fresh_food,seafood,2025-05-29
Hot Smoked Salmon Fillets 2 Pack,£4.29,(£23.19/1 KG),fresh_food,seafood,2025-05-29
Lemon Pepper Marinated Salmon,£2.99,(£29.90/1 KG),fresh_food,seafood,2025-05-29
Mustard Dill Marinated Salmon,£2.99,(£24.92/1 KG),fresh_food,seafood,2025-05-29
Mild & Delicate Smoked Salmon,£3.29,(£32.90/1 KG),fresh_food,seafood,2025-05-29
Strong & Robust Smoked Salmon,£3.29,(£32.90/1 KG),fresh_food,seafood,2025-05-29
Hot Smoked Peppered Mackerel Fillets,£2.29,(£11.45/1 KG),fresh_food,seafood,2025-05-29
Hot Smoked Mackerel Fillets,£2.29,(£11.45/1 KG),fresh_food,seafood,2025-05-29
Hot Smoked Sweetcure Mackerel Fillets,£2.29,(£11.45/1 KG),fresh_food,seafood,2025-05-29
Red Thai Infused Salmon Fillets 2 Pack,£3.89,(£17.68/1 KG),fresh_food,seafood,2025-05-29
Chilli Infused Salmon Fillets 2 Pack,£3.89,(£17.68/1 KG),fresh_food,seafood,2025-05-29
Garlic & Herb Infused Salmon Fillets 2 Pack,£3.89,(£17.68/1 KG),fresh_food,seafood,2025-05-29
Sweet Chilli Infused Salmon Fillets 2 Pack,£3.89,(£17.68/1 KG),fresh_food,seafood,2025-05-29
Honey Roasted Hot Smoked Salmon Fillets 2 Pack,£4.29,(£23.83/1 KG),fresh_food,seafood,2025-05-29
Steamed Skin On Salmon Fillets,£4.29,(£23.83/1 KG),fresh_food,seafood,2025-05-29
Natural Basa Fillets 2 Pack,£2.19,(£8.76/1 KG),fresh_food,seafood,2025-05-29
Smoked Basa Fillets 2 Pack,£2.19,(£9.13/1 KG),fresh_food,seafood,2025-05-29
Raw King Prawns,£2.99,(£18.12/1 KG),fresh_food,seafood,2025-05-29
Raw King Butter Prawns,£2.99,(£18.12/1 KG),fresh_food,seafood,2025-05-29
Italian Style Salad,£0.69,(£6.90/1 KG),fresh_food,party_food_salads_dips,2025-05-29
Scotch Eggs 2 Pack,£1.09,(£0.48/100 G),fresh_food,party_food_salads_dips,2025-05-29
Mini Melton Pork Pies 6 Pack,£1.99,(£0.66/100 G),fresh_food,party_food_salads_dips,2025-05-29
Sausage Rolls 6 Pack,£1.69,(£0.47/100 G),fresh_food,party_food_salads_dips,2025-05-29
Creamy Coleslaw,£1.19,(£0.20/100 G),fresh_food,party_food_salads_dips,2025-05-29
Classic Pork Pies 4 Pack,£1.29,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Reduced Fat Coleslaw,£0.75,(£0.25/100 G),fresh_food,party_food_salads_dips,2025-05-29
Sausage Rolls 8 Pack,£0.99,(£0.21/100 G),fresh_food,party_food_salads_dips,2025-05-29
Potato Salad,£0.89,(£0.30/100 G),fresh_food,party_food_salads_dips,2025-05-29
Coleslaw,£1.29,(£0.43/100 G),fresh_food,party_food_salads_dips,2025-05-29
Cheese & Onion Rolls 6 Pack,£1.75,(£0.49/100 G),fresh_food,party_food_salads_dips,2025-05-29
Melton Mowbray Pork Pie,£1.99,(£0.67/100 G),fresh_food,party_food_salads_dips,2025-05-29
House Salad,£0.69,(£5.75/1 KG),fresh_food,party_food_salads_dips,2025-05-29
Deep Filled Chicken & Gravy Pie For One,£1.65,(£0.83/100 G),fresh_food,party_food_salads_dips,2025-05-29
Deep Filled Steak Pie For One,£1.65,(£0.83/100 G),fresh_food,party_food_salads_dips,2025-05-29
Deep Filled Steak & Kidney Pie For One,£1.65,(£0.83/100 G),fresh_food,party_food_salads_dips,2025-05-29
Pork Sausage Rolls 10 Pack,£1.29,(£0.48/100 G),fresh_food,party_food_salads_dips,2025-05-29
Pork & Pickle Sausage Rolls 10 Pack,£1.29,(£0.48/100 G),fresh_food,party_food_salads_dips,2025-05-29
Pork Sausage Rolls 9 Pack,£1.29,(£0.48/100 G),fresh_food,party_food_salads_dips,2025-05-29
Lincolnshire Sausage Rolls 10 Pack,£1.29,(£0.48/100 G),fresh_food,party_food_salads_dips,2025-05-29
Cheese & Pickle Sausage Rolls 9 Pack,£1.29,(£0.48/100 G),fresh_food,party_food_salads_dips,2025-05-29
Puff Pastry Cheese & Onion Pasty,£0.69,(£0.35/100 G),fresh_food,party_food_salads_dips,2025-05-29
Puff Pastry Beef & Vegetable Pasty,£0.69,(£0.35/100 G),fresh_food,party_food_salads_dips,2025-05-29
Cheese & Onion Deli Filler,£1.49,(£0.60/100 G),fresh_food,party_food_salads_dips,2025-05-29
Egg Mayo Deli Filler,£1.49,(£0.68/100 G),fresh_food,party_food_salads_dips,2025-05-29
Tuna Mayo Deli Filler,£1.49,(£0.68/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chicken & Sweetcorn Deli Filler,£1.49,(£0.68/100 G),fresh_food,party_food_salads_dips,2025-05-29
Sour Cream & Chive Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chunky Salsa Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chunky Guacamole Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Reduced Fat Sour Cream & Chive Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Yogurt Rainbow Coleslaw,£1.09,(£0.36/100 G),fresh_food,party_food_salads_dips,2025-05-29
Burger Slaw Coleslaw,£1.09,(£0.36/100 G),fresh_food,party_food_salads_dips,2025-05-29
Cheese Coleslaw,£1.09,(£0.36/100 G),fresh_food,party_food_salads_dips,2025-05-29
Cherrywood Smoked Bacon & Cheddar Quiche,£3.29,(£0.82/100 G),fresh_food,party_food_salads_dips,2025-05-29
Mature Cheddar & Caramelised Onion Quiche,£3.29,(£0.82/100 G),fresh_food,party_food_salads_dips,2025-05-29
Camembert & Chilli Quiche,£3.29,(£0.82/100 G),fresh_food,party_food_salads_dips,2025-05-29
"Mature Cheddar, Spinach, Pea & Ricotta Quiche",£3.29,(£0.82/100 G),fresh_food,party_food_salads_dips,2025-05-29
"Tomato, Feta & Oregano Quiche",£3.29,(£0.82/100 G),fresh_food,party_food_salads_dips,2025-05-29
Pork & Pickle Pies 6 Pack,£1.99,(£0.66/100 G),fresh_food,party_food_salads_dips,2025-05-29
6 Pack Pork & Apple Pies,£1.99,(£0.66/100 G),fresh_food,party_food_salads_dips,2025-05-29
6 Pack Caramelised Onion Pork Pies,£1.99,(£0.66/100 G),fresh_food,party_food_salads_dips,2025-05-29
Tomato & Chilli Pork Pies 6 Pack,£1.99,(£0.66/100 G),fresh_food,party_food_salads_dips,2025-05-29
Pork & Cranberry Pork Pies 6 Pack,£1.99,(£0.66/100 G),fresh_food,party_food_salads_dips,2025-05-29
Cheese & Caramelised Onion Rolls 4 Pack,£2.49,(£1.32/100 G),fresh_food,party_food_salads_dips,2025-05-29
Texan Style BBQ Pork Sausage Rolls 4 Pack,£2.49,(£1.32/100 G),fresh_food,party_food_salads_dips,2025-05-29
Premium Pork Sausage Rolls 4 Pack,£2.49,(£1.32/100 G),fresh_food,party_food_salads_dips,2025-05-29
Cheese & Chive Rolls 4 Pack,£2.49,(£1.32/100 G),fresh_food,party_food_salads_dips,2025-05-29
Premium Pork Sausage Rolls,£2.49,(£1.32/100 G),fresh_food,party_food_salads_dips,2025-05-29
Houmous,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Red Pepper Houmous,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Moroccan Inspired Houmous,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Caramelised Onion Houmous,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Sweet Chilli Houmous,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Jalapeño Houmous,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Reduced Fat Red Pepper Houmous,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Classic Dip Selection,£2.29,(£0.46/100 G),fresh_food,party_food_salads_dips,2025-05-29
Tex Mex Dip Selection,£2.29,(£0.57/100 G),fresh_food,party_food_salads_dips,2025-05-29
Spinach & Pinenut Salad,£1.89,(£0.88/100 G),fresh_food,party_food_salads_dips,2025-05-29
Fruity Moroccan Inspired Couscous,£1.89,(£0.90/100 G),fresh_food,party_food_salads_dips,2025-05-29
Parmigiano Reggiano & Roasted Tomato Spiralli Pasta Salad,£1.89,(£0.86/100 G),fresh_food,party_food_salads_dips,2025-05-29
Ready to Eat Sweet Potato Pakora,£1.35,(£0.79/100 G),fresh_food,party_food_salads_dips,2025-05-29
Ready to Eat Moroccan Falafel,£1.35,(£0.79/100 G),fresh_food,party_food_salads_dips,2025-05-29
"Ready to Eat Butternut Squash, Tomato & Basil Falafel",£1.35,(£0.79/100 G),fresh_food,party_food_salads_dips,2025-05-29
Three Cheese Pasta,£1.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chicken & Bacon Pasta Salad,£1.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Tomato & Basil Pasta Salad,£1.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Pesto Pasta,£1.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
BBQ Chicken Pasta,£1.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Spicy Tomato & Pepperoni Pasta,£1.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Peri Peri Mayonnaise Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Creamy Tzatziki Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Cheese & Chive Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Onion & Garlic Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Garlic Aioli Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Nacho Cheese Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Sour Cream & Chive Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Guacamole Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chunky Salsa Dip,£0.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Three Cheese & Onion Quiche,£1.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Quiche Lorraine,£1.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Broccoli Cheese & Tomato Quiche,£1.99,(£0.50/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chicken & Mushroom Slices 2 Pack,£1.75,(£0.58/100 G),fresh_food,party_food_salads_dips,2025-05-29
Steak Slices 2 Pack,£1.75,(£0.58/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chicken Tikka Slices 2 Pack,£1.75,(£0.58/100 G),fresh_food,party_food_salads_dips,2025-05-29
Meat Feast Slices 2 Pack,£1.75,(£0.58/100 G),fresh_food,party_food_salads_dips,2025-05-29
Bacon & Cheese Straws,£1.49,(£0.89/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chicken Poppers,£1.49,(£0.88/100 G),fresh_food,party_food_salads_dips,2025-05-29
Southern Fried Chicken Straws,£1.49,(£0.89/100 G),fresh_food,party_food_salads_dips,2025-05-29
Mini Savoury Eggs,£1.49,(£0.69/100 G),fresh_food,party_food_salads_dips,2025-05-29
Pigs in Blankets Bites 17 Pack,£1.49,(£0.88/100 G),fresh_food,party_food_salads_dips,2025-05-29
Individual Quiche Lorraine,£1.39,(£0.93/100 G),fresh_food,party_food_salads_dips,2025-05-29
Individual Vegetable Frittata,£1.39,(£1.07/100 G),fresh_food,party_food_salads_dips,2025-05-29
Individual Tomato & Mozzarella Frittata,£1.39,(£1.07/100 G),fresh_food,party_food_salads_dips,2025-05-29
Individual Cheddar & Leek Quiche,£1.39,(£0.93/100 G),fresh_food,party_food_salads_dips,2025-05-29
Pea Shoot Salad,£0.75,(£9.38/1 KG),fresh_food,party_food_salads_dips,2025-05-29
Butterhead Salad,£0.75,(£9.38/1 KG),fresh_food,party_food_salads_dips,2025-05-29
Lemon & Herb Olives,£1.69,(£1.21/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chilli & Garlic Olives,£1.69,(£1.21/100 G),fresh_food,party_food_salads_dips,2025-05-29
Marinated Tomatoes,£1.69,(£1.21/100 G),fresh_food,party_food_salads_dips,2025-05-29
Chimichurri Olives,£1.69,(£1.21/100 G),fresh_food,party_food_salads_dips,2025-05-29
Steak Pie,£2.79,(£1.12/100 G),fresh_food,party_food_salads_dips,2025-05-29
"Chicken, Bacon & Leek Pie",£2.79,(£1.12/100 G),fresh_food,party_food_salads_dips,2025-05-29
Steak & Ale Pie,£2.79,(£1.12/100 G),fresh_food,party_food_salads_dips,2025-05-29
Mushroom Rarebit Pie,£2.79,(£1.12/100 G),fresh_food,party_food_salads_dips,2025-05-29
Steak Pie,£4.19,(£0.84/100 G),fresh_food,party_food_salads_dips,2025-05-29
"Chicken, Bacon & Leek Pie",£4.19,(£0.84/100 G),fresh_food,party_food_salads_dips,2025-05-29
Steak & Ale Pie,£4.19,(£0.84/100 G),fresh_food,party_food_salads_dips,2025-05-29
Sicilian Queen Nocellara Olives,£2.19,(£1.46/100 G),fresh_food,party_food_salads_dips,2025-05-29
Greek Marinated Olives,£2.19,(£1.51/100 G),fresh_food,party_food_salads_dips,2025-05-29
Cream Cheese Stuffed Cherry Bell Peppers,£2.19,(£1.46/100 G),fresh_food,party_food_salads_dips,2025-05-29
Double Stuffed Giant Halkidiki Olives,£2.19,(£1.46/100 G),fresh_food,party_food_salads_dips,2025-05-29
Caprese Salad Olives,£2.19,(£1.56/100 G),fresh_food,party_food_salads_dips,2025-05-29
