Name,Price,Price per Unit,Category,Subcategory,Date
Strawberries,£1.49,(£6.56/1 KG),fresh_food,fruits,2025-05-29
Ripe & Ready Kiwis,£1.29,(£0.32/1 Each),fresh_food,fruits,2025-05-29
Kiwis,£1.19,(£0.20/1 Each),fresh_food,fruits,2025-05-29
Large Ripe & Ready Avocado,£0.89,(£0.89/1 Each),fresh_food,fruits,2025-05-29
Ripe & Ready Hass Avocados,£1.39,(£0.70/1 Each),fresh_food,fruits,2025-05-29
Ripen At Home Avocados,£1.29,(£0.32/1 Each),fresh_food,fruits,2025-05-29
Large Mango,£0.89,(£0.89/1 Each),fresh_food,fruits,2025-05-29
Ripe & Ready Mangoes,£1.69,(£0.85/1 Each),fresh_food,fruits,2025-05-29
Galia Melon,£1.79,(£1.79/1 Each),fresh_food,fruits,2025-05-29
Red Grapefruit,£0.45,(£0.45/1 Each),fresh_food,fruits,2025-05-29
White Seedless Grapes,£1.79,(£3.58/1 KG),fresh_food,fruits,2025-05-29
Seedless Red Grapes,£1.79,(£3.58/1 KG),fresh_food,fruits,2025-05-29
Black Seedless Grapes,£1.79,(£3.58/1 KG),fresh_food,fruits,2025-05-29
Mixed Seedless Grapes,£1.89,(£3.78/1 KG),fresh_food,fruits,2025-05-29
Wonky Easy Peelers,£0.99,(£1.65/1 KG),fresh_food,fruits,2025-05-29
Oranges,£1.35,(£0.27/1 Each),fresh_food,fruits,2025-05-29
Large Oranges,£1.89,(£0.47/1 Each),fresh_food,fruits,2025-05-29
Bananas,£0.78,(£0.16/1 Each),fresh_food,fruits,2025-05-29
Banana,£0.16,(£0.16/1 Each),fresh_food,fruits,2025-05-29
Fairtrade Bananas,£1.49,(£0.25/1 Each),fresh_food,fruits,2025-05-29
Mini Bananas,£0.88,(£0.13/1 Each),fresh_food,fruits,2025-05-29
Pineapple,£0.98,(£0.98/1 Each),fresh_food,fruits,2025-05-29
Unwaxed Lemons,£0.99,(£0.25/1 Each),fresh_food,fruits,2025-05-29
Wonky Lemons,£0.79,(£0.20/1 Each),fresh_food,fruits,2025-05-29
Pink Lady Apples,£2.75,(£0.46/1 Each),fresh_food,fruits,2025-05-29
Mini Easy Peelers,£0.89,(£1.78/1 KG),fresh_food,fruits,2025-05-29
Easy Peelers,£1.69,(£2.82/1 KG),fresh_food,fruits,2025-05-29
Ripe & Ready Conference Pears,£1.89,(£0.47/1 Each),fresh_food,fruits,2025-05-29
Blueberries,£1.79,(£11.93/1 KG),fresh_food,fruits,2025-05-29
Wonky Blueberries,£1.09,(£8.72/1 KG),fresh_food,fruits,2025-05-29
Pomegranate,£1.15,(£1.15/1 Each),fresh_food,fruits,2025-05-29
Cherries,£1.89,(£9.45/1 KG),fresh_food,fruits,2025-05-29
Nectarines,£1.89,(£0.47/1 Each),fresh_food,fruits,2025-05-29
Limes,£1.19,(£0.24/1 Each),fresh_food,fruits,2025-05-29
Ripen at Home Plums,£1.29,(£3.23/1 KG),fresh_food,fruits,2025-05-29
Ripen at Home Mini Pears 5 Pack,£0.99,(£1.80/1 KG),fresh_food,fruits,2025-05-29
Golden Delicious Apples,£1.49,(£0.25/1 Each),fresh_food,fruits,2025-05-29
Granny Smith Apples,£1.49,(£0.25/1 Each),fresh_food,fruits,2025-05-29
Jazz Apples,£2.09,(£0.35/1 Each),fresh_food,fruits,2025-05-29
Plums,£2.29,(£2.29/1 KG),fresh_food,fruits,2025-05-29
British Blackberries,£1.99,(£13.27/1 KG),fresh_food,fruits,2025-05-29
Braeburn Apples,£1.49,(£0.25/1 Each),fresh_food,fruits,2025-05-29
Large Bramley Apple,£0.59,(£0.59/1 Each),fresh_food,fruits,2025-05-29
Best of British Apples,£1.49,(£0.25/1 Each),fresh_food,fruits,2025-05-29
"Apple, PIneapple & Grape",£0.99,(£4.95/1 KG),fresh_food,fruits,2025-05-29
Wonky Raspberries,£1.49,(£11.92/1 KG),fresh_food,fruits,2025-05-29
Wonky Strawberries,£1.69,(£7.44/1 KG),fresh_food,fruits,2025-05-29
British Mini Apples,£0.99,(£0.17/1 Each),fresh_food,fruits,2025-05-29
Pomegranate Seeds,£0.89,(£11.13/1 KG),fresh_food,fruits,2025-05-29
British Raspberries,£1.79,(£11.93/1 KG),fresh_food,fruits,2025-05-29
Raspberries,£2.49,(£11.07/1 KG),fresh_food,fruits,2025-05-29
British Royal Gala Apples,£1.49,(£0.25/1 Each),fresh_food,fruits,2025-05-29
British Grown Raspberries,£2.29,(£15.27/1 KG),fresh_food,fruits,2025-05-29
Strawberries,£2.35,(£5.88/1 KG),fresh_food,fruits,2025-05-29
Strawberries,£3.29,(£5.48/1 KG),fresh_food,fruits,2025-05-29
Wonky White Grapes,£1.69,(£3.38/1 KG),fresh_food,fruits,2025-05-29
Honeydew Melon,£1.89,(£1.89/1 Each),fresh_food,fruits,2025-05-29
Melon Medley,£1.79,(£5.97/1 KG),fresh_food,fruits,2025-05-29
Blueberries,£2.89,(£11.56/1 KG),fresh_food,fruits,2025-05-29
Mango Chunks,£2.19,(£9.13/1 KG),fresh_food,fruits,2025-05-29
Wonky Apples,£1.19,(£0.20/1 Each),fresh_food,fruits,2025-05-29
Nectarines,£2.99,(£2.99/1 KG),fresh_food,fruits,2025-05-29
Watermelon Fans,£1.45,(£4.83/1 KG),fresh_food,fruits,2025-05-29
Wonky Oranges,£0.99,(£0.20/1 Each),fresh_food,fruits,2025-05-29
Mixed Berries,£2.45,(£12.89/1 KG),fresh_food,fruits,2025-05-29
Pineapple Chunks,£1.49,(£4.97/1 KG),fresh_food,fruits,2025-05-29
Wonky Blackberries,£1.79,(£11.93/1 KG),fresh_food,fruits,2025-05-29
"Apples, Grapes & Cheese",£0.99,(£9.43/1 KG),fresh_food,fruits,2025-05-29
Ripen at Home Conference Pears,£1.49,,fresh_food,fruits,2025-05-29
Pomegranate Seeds,£1.89,(£9.45/1 KG),fresh_food,fruits,2025-05-29
Apple Snack Pack,£0.39,(£4.88/1 KG),fresh_food,fruits,2025-05-29
Apple & Grape Snack Pack,£0.39,(£4.88/1 KG),fresh_food,fruits,2025-05-29
Snack Pack Seedlness Green Grapes,£0.85,(£5.00/1 KG),fresh_food,fruits,2025-05-29
Snack Pack Seedless Red Grapes,£0.85,(£5.00/1 KG),fresh_food,fruits,2025-05-29
Pink Lady Kids Apples,£1.99,(£0.33/1 Each),fresh_food,fruits,2025-05-29
Ginger,£0.95,(£7.60/1 KG),fresh_food,vegetables,2025-05-29
XL Ripe and Ready Avocado,£1.39,(£1.39/1 Each),fresh_food,vegetables,2025-05-29
Sweet Potatoes,£1.15,(£1.15/1 KG),fresh_food,vegetables,2025-05-29
Cucumber,£0.69,(£0.69/1 Each),fresh_food,vegetables,2025-05-29
Cucumber,£1.05,(£1.05/1 Each),fresh_food,vegetables,2025-05-29
Baby Cucumbers,£0.95,(£4.75/1 KG),fresh_food,vegetables,2025-05-29
Garlic,£0.89,(£0.22/1 Each),fresh_food,vegetables,2025-05-29
Red Pepper,£0.69,(£0.69/1 Each),fresh_food,vegetables,2025-05-29
Baby Plum Tomatoes,£0.85,(£2.62/1 KG),fresh_food,vegetables,2025-05-29
Baby Plum Tomatoes,£0.65,(£2.60/1 KG),fresh_food,vegetables,2025-05-29
Sweet Mini Pepper,£1.29,(£6.79/1 KG),fresh_food,vegetables,2025-05-29
Wonky Mixed Peppers,£1.60,(£2.67/1 KG),fresh_food,vegetables,2025-05-29
Mixed Peppers,£1.69,(£0.56/1 Each),fresh_food,vegetables,2025-05-29
Sweet Mixed Peppers,£1.79,(£0.60/1 Each),fresh_food,vegetables,2025-05-29
Cherry Tomatoes,£0.99,(£3.00/1 KG),fresh_food,vegetables,2025-05-29
Cherry Tomatoes,£0.69,(£2.76/1 KG),fresh_food,vegetables,2025-05-29
Large Vine Tomatoes,£0.89,(£1.78/1 KG),fresh_food,vegetables,2025-05-29
Sweet Vine Ripened Tomatoes,£0.95,(£3.73/1 KG),fresh_food,vegetables,2025-05-29
Salad Tomatoes,£0.99,(£0.17/1 Each),fresh_food,vegetables,2025-05-29
Salad Tomatoes,£1.39,(£2.14/1 KG),fresh_food,vegetables,2025-05-29
Asparagus Tips,£1.40,(£14.00/1 KG),fresh_food,vegetables,2025-05-29
Courgettes,£1.39,(£2.78/1 KG),fresh_food,vegetables,2025-05-29
Aubergine,£0.95,(£0.95/1 Each),fresh_food,vegetables,2025-05-29
British Cauliflower,£1.19,(£1.19/1 Each),fresh_food,vegetables,2025-05-29
British Baby Potatoes,£1.09,(£1.09/1 KG),fresh_food,vegetables,2025-05-29
Baby Spinach,£0.99,(£4.13/1 KG),fresh_food,vegetables,2025-05-29
Baby Corn,£0.99,(£6.83/1 KG),fresh_food,vegetables,2025-05-29
Rocket & Baby Leaf Salad,£0.89,(£9.89/1 KG),fresh_food,vegetables,2025-05-29
Baking Potato,£0.24,(£0.24/1 Each),fresh_food,vegetables,2025-05-29
British Baking Potatoes 4 Pack,£1.99,(£0.80/1 KG),fresh_food,vegetables,2025-05-29
British Baking Potatoes,£0.79,(£0.20/1 Each),fresh_food,vegetables,2025-05-29
Cooked Beetroot,£0.75,(£1.50/1 KG),fresh_food,vegetables,2025-05-29
Bistro Salad,£0.79,(£4.94/1 KG),fresh_food,vegetables,2025-05-29
Broccoli,£0.79,(£2.19/1 KG),fresh_food,vegetables,2025-05-29
Brown Onions,£0.99,(£0.99/1 KG),fresh_food,vegetables,2025-05-29
British Baby Button Mushrooms,£0.99,(£4.95/1 KG),fresh_food,vegetables,2025-05-29
Carrot Batons,£0.89,(£2.23/1 KG),fresh_food,vegetables,2025-05-29
Carrots,£0.40,(£0.80/1 KG),fresh_food,vegetables,2025-05-29
Broccoli & Cauliflower Florets,£1.35,(£3.38/1 KG),fresh_food,vegetables,2025-05-29
Celery,£0.75,(£0.75/1 Each),fresh_food,vegetables,2025-05-29
British Chestnut Mushrooms,£0.69,(£2.76/1 KG),fresh_food,vegetables,2025-05-29
Chopped Iceberg Lettuce,£0.64,(£3.20/1 KG),fresh_food,vegetables,2025-05-29
Crispy Leaf Salad,£0.69,(£5.75/1 KG),fresh_food,vegetables,2025-05-29
Scottish Wonky Carrots,£0.79,(£0.53/1 KG),fresh_food,vegetables,2025-05-29
British Wonky Mushrooms,£1.79,(£2.75/1 KG),fresh_food,vegetables,2025-05-29
British Wonky Brown Onions,£0.80,(£0.80/1 KG),fresh_food,vegetables,2025-05-29
British Wonky Parsnips,£0.55,(£1.10/1 KG),fresh_food,vegetables,2025-05-29
Scottish Wonky Potatoes,£1.49,(£0.60/1 KG),fresh_food,vegetables,2025-05-29
Extra Large Mild Onions,£1.59,(£0.53/1 Each),fresh_food,vegetables,2025-05-29
Green Beans,£0.85,(£3.86/1 KG),fresh_food,vegetables,2025-05-29
Iceberg Lettuce,£0.89,(£0.89/1 Each),fresh_food,vegetables,2025-05-29
Jumbo Spring Onions,£0.89,(£6.85/1 KG),fresh_food,vegetables,2025-05-29
Large Brown Onions,£0.95,(£0.32/1 Each),fresh_food,vegetables,2025-05-29
Large Cucumber,£0.99,(£0.99/1 Each),fresh_food,vegetables,2025-05-29
British Large Flat Mushrooms,£0.99,(£3.96/1 KG),fresh_food,vegetables,2025-05-29
British Large Red Onions,£0.95,(£0.32/1 Each),fresh_food,vegetables,2025-05-29
British Leeks,£1.39,(£2.78/1 KG),fresh_food,vegetables,2025-05-29
Romaine Hearts,£0.77,(£0.39/1 Each),fresh_food,vegetables,2025-05-29
Mangetout,£1.09,(£6.81/1 KG),fresh_food,vegetables,2025-05-29
Mediterranean Vegetables,£1.65,(£4.13/1 KG),fresh_food,vegetables,2025-05-29
British Miniature Potatoes,£0.79,(£1.58/1 KG),fresh_food,vegetables,2025-05-29
British Mixed Leaf Salad,£0.57,(£4.75/1 KG),fresh_food,vegetables,2025-05-29
Broccoli,£1.19,(£3.97/1 KG),fresh_food,vegetables,2025-05-29
British Parsnips,£0.74,(£1.48/1 KG),fresh_food,vegetables,2025-05-29
British Purple Sprouting Broccoli,£1.49,(£7.45/1 KG),fresh_food,vegetables,2025-05-29
British Radish,£0.39,(£1.63/1 KG),fresh_food,vegetables,2025-05-29
British Red Onions,£0.95,(£0.95/1 KG),fresh_food,vegetables,2025-05-29
British Red Potatoes,£1.95,(£0.78/1 KG),fresh_food,vegetables,2025-05-29
Red Rooster Potatoes,£2.23,(£1.12/1 KG),fresh_food,vegetables,2025-05-29
British Romaine Lettuce,£1.09,(£0.55/1 Each),fresh_food,vegetables,2025-05-29
Extra Fine Beans,£1.29,(£6.45/1 KG),fresh_food,vegetables,2025-05-29
Jersey Royal Potatoes,£0.89,(£1.78/1 KG),fresh_food,vegetables,2025-05-29
Piccolato Tomatoes,£1.79,(£8.14/1 KG),fresh_food,vegetables,2025-05-29
Regal Vine Tomatoes,£1.79,(£3.98/1 KG),fresh_food,vegetables,2025-05-29
Marzano Tomatoes,£1.75,(£7.00/1 KG),fresh_food,vegetables,2025-05-29
Scottish Salad Potatoes,£1.19,(£1.19/1 KG),fresh_food,vegetables,2025-05-29
Savoy Cabbage,£0.75,(£0.75/1 Each),fresh_food,vegetables,2025-05-29
Scottish Shredded Kale,£0.95,(£4.75/1 KG),fresh_food,vegetables,2025-05-29
Sliced Mushrooms,£0.99,(£3.96/1 KG),fresh_food,vegetables,2025-05-29
Spring Onions,£0.69,(£6.90/1 KG),fresh_food,vegetables,2025-05-29
Stringless Beans,£0.99,(£4.40/1 KG),fresh_food,vegetables,2025-05-29
Sugar Snap Peas,£1.09,(£6.81/1 KG),fresh_food,vegetables,2025-05-29
Swede,£0.62,(£0.62/1 Each),fresh_food,vegetables,2025-05-29
British Sweet Gem Lettuce,£0.89,(£0.45/1 Each),fresh_food,vegetables,2025-05-29
Sweet Leaf Salad,£0.75,(£3.13/1 KG),fresh_food,vegetables,2025-05-29
Sweetcorn,£1.29,(£0.65/1 Each),fresh_food,vegetables,2025-05-29
Sweetheart Cabbage,£0.69,(£0.69/1 Each),fresh_food,vegetables,2025-05-29
Tenderstem Broccoli,£1.49,(£7.45/1 KG),fresh_food,vegetables,2025-05-29
British Trimmed Brussel Sprouts,£1.19,(£5.95/1 KG),fresh_food,vegetables,2025-05-29
Vegetable Medley,£1.39,(£2.90/1 KG),fresh_food,vegetables,2025-05-29
Welsh Leeks,£1.39,(£2.78/1 KG),fresh_food,vegetables,2025-05-29
British Closed Cup Mushrooms,£1.29,(£3.23/1 KG),fresh_food,vegetables,2025-05-29
British White Potatoes,£1.69,(£0.68/1 KG),fresh_food,vegetables,2025-05-29
White Potatoes,£1.35,(£0.68/1 KG),fresh_food,vegetables,2025-05-29
Wild Rocket,£0.75,(£12.50/1 KG),fresh_food,vegetables,2025-05-29
Watercress Spinach & Rocket Salad,£0.69,(£8.63/1 KG),fresh_food,vegetables,2025-05-29
Unwashed Baby Spinach,£1.49,(£3.31/1 KG),fresh_food,vegetables,2025-05-29
British Grown Sweet Pointed Peppers,£1.29,(£0.65/1 Each),fresh_food,vegetables,2025-05-29
Classic Salad,£0.69,(£4.76/1 KG),fresh_food,vegetables,2025-05-29
Sweet & Crispy,£0.99,(£5.21/1 KG),fresh_food,vegetables,2025-05-29
Caesar Salad,£1.39,(£6.95/1 KG),fresh_food,vegetables,2025-05-29
Rainbow Salad,£1.09,(£7.27/1 KG),fresh_food,vegetables,2025-05-29
Pak Choi,£1.29,(£5.16/1 KG),fresh_food,vegetables,2025-05-29
Piccolato Tomatoes,£2.35,(£5.88/1 KG),fresh_food,vegetables,2025-05-29
Celery Sticks,£1.09,(£3.11/1 KG),fresh_food,vegetables,2025-05-29
Premium Jersey Royal Potatoes,£2.49,(£2.49/1 KG),fresh_food,vegetables,2025-05-29
Cavolo Nero,£0.95,(£6.33/1 KG),fresh_food,vegetables,2025-05-29
Loose Garlic,£0.37,(£0.37/1 Each),fresh_food,vegetables,2025-05-29
"Peas, Cabbage & Tenderstem Broccoli ",£1.89,(£7.88/1 KG),fresh_food,vegetables,2025-05-29
Mixed Chillies,£0.57,(£0.88/100 G),fresh_food,vegetables,2025-05-29
Red Chillies,£0.57,(£0.88/100 G),fresh_food,vegetables,2025-05-29
White Cabbage,£0.79,(£0.79/1 Each),fresh_food,vegetables,2025-05-29
Red Cabbage,£0.79,(£0.79/1 Each),fresh_food,vegetables,2025-05-29
Scotch Bonnet Chillies,£0.79,,fresh_food,vegetables,2025-05-29
Finger Chillies,£0.79,(£0.99/100 G),fresh_food,vegetables,2025-05-29
British Basil Pot,£0.79,(£0.79/1 Each),fresh_food,vegetables,2025-05-29
Beansprouts,£0.75,(£1.88/1 KG),fresh_food,vegetables,2025-05-29
British Coriander Pot,£0.79,(£0.79/1 Each),fresh_food,vegetables,2025-05-29
British Curly leaf Parsley Pot,£0.79,(£0.79/1 Each),fresh_food,vegetables,2025-05-29
Cut Basil,£0.52,(£17.33/1 KG),fresh_food,vegetables,2025-05-29
British Cut Coriander,£0.52,(£17.33/1 KG),fresh_food,vegetables,2025-05-29
Cut Mint,£0.52,(£17.33/1 KG),fresh_food,vegetables,2025-05-29
Cut Parsley,£0.52,(£17.33/1 KG),fresh_food,vegetables,2025-05-29
Cut Rosemary,£0.52,(£26.00/1 KG),fresh_food,vegetables,2025-05-29
Diced Onion,£0.45,(£2.25/1 KG),fresh_food,vegetables,2025-05-29
Smoked No Salmon Slices,£2.99,(£29.90/1 KG),fresh_food,fresh_food_vegan,2025-05-29
Organic Super Firm Tofu,£0.89,(£4.45/1 KG),fresh_food,fresh_food_vegan,2025-05-29
Organic Smoked Tofu,£0.89,(£4.94/1 KG),fresh_food,fresh_food_vegan,2025-05-29
Sweet Chilli Marinated Tofu,£0.89,(£4.45/1 KG),fresh_food,fresh_food_vegan,2025-05-29
Mature Coconut Oil Based Vegan Cheese Block,£1.95,(£9.75/1 KG),fresh_food,fresh_food_vegan,2025-05-29
Mature Coconut Oil Based Vegan Cheese Slices 9 Pack,£1.95,(£10.83/1 KG),fresh_food,fresh_food_vegan,2025-05-29
Mature Grated Cocnut Oil Based Vegan Cheese,£1.95,(£9.75/1 KG),fresh_food,fresh_food_vegan,2025-05-29
Garlic & Herb Coconut Oil Based Vegan Cheese Soft Spread,£1.95,(£11.47/1 KG),fresh_food,fresh_food_vegan,2025-05-29
British Unsalted Butter,£1.99,(£7.96/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Lighter Speadable Butter,£2.18,(£4.36/1 KG),fresh_food,milk_butter_eggs,2025-05-29
West Country Salted Butter,£2.29,(£9.16/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Slightly Salted Spreadable Butter,£2.18,(£4.36/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Beautifully Buttery,£0.99,(£1.98/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Flora Buttery,£1.99,(£4.42/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Butter Chicken,£4.19,(£9.11/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Beautifully Buttery Light,£0.99,(£1.98/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Smooth Peanut Butter,£0.99,(£0.29/100 G),fresh_food,milk_butter_eggs,2025-05-29
Crunchy Peanut Butter,£0.99,(£0.29/100 G),fresh_food,milk_butter_eggs,2025-05-29
Butter Beans in Water,£0.49,(£0.21/100 G),fresh_food,milk_butter_eggs,2025-05-29
Lip Butter Balm,£3.49,(£2.18/10 G),fresh_food,milk_butter_eggs,2025-05-29
Fish in Butter Sauce,£1.99,(£7.11/1 KG),fresh_food,milk_butter_eggs,2025-05-29
All Butter Shortbread Fingers,£0.85,(£0.40/100 G),fresh_food,milk_butter_eggs,2025-05-29
Dark Chocolate Butter Biscuits,£1.39,(£1.11/100 G),fresh_food,milk_butter_eggs,2025-05-29
Milk Chocolate Butter Biscuits,£1.39,(£1.11/100 G),fresh_food,milk_butter_eggs,2025-05-29
Cooked Mussels with Garlic & Butter,£2.39,(£5.31/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Smooth 100% Peanut Butter,£3.99,(£0.40/100 G),fresh_food,milk_butter_eggs,2025-05-29
Crunchy 100% Peanut Butter,£3.99,(£0.40/100 G),fresh_food,milk_butter_eggs,2025-05-29
Butter Chicken King Kebab,£5.49,(£5.94/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Creamy 100% Peanut Butter,£1.59,(£0.47/100 G),fresh_food,milk_butter_eggs,2025-05-29
Crunchy 100% Peanut Butter,£1.59,(£0.47/100 G),fresh_food,milk_butter_eggs,2025-05-29
Wholenut Crunchy Peanut Butter,£0.99,(£0.29/100 G),fresh_food,milk_butter_eggs,2025-05-29
Smooth Squeezy Peanut Butter,£1.99,(£0.62/100 G),fresh_food,milk_butter_eggs,2025-05-29
Raw King Butter Prawns,£2.99,(£18.12/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Werther's Original Butter Candies,£1.19,(£0.88/100 G),fresh_food,milk_butter_eggs,2025-05-29
Butter Chicken Rice Meal,£2.49,(£3.56/1 KG),fresh_food,milk_butter_eggs,2025-05-29
All Butter Scones 4 Pack,£1.49,(£0.37/1 Each),fresh_food,milk_butter_eggs,2025-05-29
Cocoa Peanut Butter Balls Cereal,£1.89,(£0.50/100 G),fresh_food,milk_butter_eggs,2025-05-29
Butter Basted Chicken Breast Joint,£3.49,(£6.23/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Aberdeen Angus Rumps with Peppercorn Butter,£8.99,(£22.48/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Aberdeen Angus Rumps with Bernaise Butter,£8.99,(£22.48/1 KG),fresh_food,milk_butter_eggs,2025-05-29
2 Step Butter Chicken Curry Sauce,£1.69,(£0.47/100 G),fresh_food,milk_butter_eggs,2025-05-29
All Butter Sultana Scones 4 Pack,£1.49,(£0.37/1 Each),fresh_food,milk_butter_eggs,2025-05-29
Peanut Butter Nut Bars 3 Pack,£1.79,(£1.99/100 G),fresh_food,milk_butter_eggs,2025-05-29
Werther's Original Butter Candies Sugar Free,£1.19,(£1.49/100 G),fresh_food,milk_butter_eggs,2025-05-29
Garlic & Herb Parmentier Potatoes with Salted Parsley Butter,£1.89,(£3.78/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Bake from Frozen All Butter Croissants 8 Pack,£2.79,(£0.63/100 G),fresh_food,milk_butter_eggs,2025-05-29
British Butter Basted Roast Chicken Breast 4 Slices,£2.39,(£1.99/100 G),fresh_food,milk_butter_eggs,2025-05-29
Peanut Butter Flavour High Protein Bar 3 Pack,£4.19,(£2.33/100 G),fresh_food,milk_butter_eggs,2025-05-29
Cocoa Peanut Butter Ball Cereal Bar 5 Pack,£1.49,(£1.24/100 G),fresh_food,milk_butter_eggs,2025-05-29
Bake from Frozen All Butter Pains Au Chocolat 6 Pack,£2.79,(£0.78/100 G),fresh_food,milk_butter_eggs,2025-05-29
Sourdough Breaded Wild Garlic & Jersey Butter Chicken Kievs 2 Pack,£3.99,(£10.64/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Salt & Pepper Parmentier Potatoes Coated in Butter with Salt & Crushed Black Pepper,£1.89,(£3.78/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Battered Chicken Balls in a Light & Crispy Batter,£2.99,(£7.87/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Battered Chicken Goujons,£1.69,(£5.28/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Battered Onion Rings,£1.99,(£2.65/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Battered Poppin' Chicken,£1.09,(£5.19/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Amber Bitter,£0.99,(£1.98/1 L),fresh_food,milk_butter_eggs,2025-05-29
Battered Cod 4 Pack,£3.39,(£6.78/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Battered Haddock 4 Pack,£3.39,(£6.78/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Wholenut Smooth Peanut Buttter,£0.99,(£0.29/100 G),fresh_food,milk_butter_eggs,2025-05-29
Chunky Battered Cod 4 Pack,£4.49,(£8.98/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Chicken Dippers in Batter 24 Pack,£1.49,(£3.31/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Battered No Pork Sausages 2 Pack,£1.99,(£1.11/100 G),fresh_food,milk_butter_eggs,2025-05-29
Omega 3 Battered Fish Fillets,£2.50,(£5.00/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Pakora Chicken Balls in a Seasoned Batter,£2.99,(£7.87/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Beer Battered Cod 2 Pack,£3.75,(£10.71/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Bubbly Battered Cod 2 Pack,£3.75,(£10.71/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Tempura Battered Chicken Chunks,£2.39,(£6.83/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Crispy Chicken Steaks in Batter 4 Pack,£1.69,(£4.45/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Chip Shop Style Extra Large Battered Cod Fillets 2 Pack,£4.69,(£10.20/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Chip Shop Style Extra Large Beer Battered Haddock Fillets 2 Pack,£4.69,(£10.20/1 KG),fresh_food,milk_butter_eggs,2025-05-29
Grated Mozzarella,£2.19,(£8.76/1 KG),fresh_food,cheese,2025-05-29
French Brie,£1.65,(£8.25/1 KG),fresh_food,cheese,2025-05-29
Italian Grana Padano,£2.45,(£12.25/1 KG),fresh_food,cheese,2025-05-29
Grated Mature Cheddar,£2.19,(£8.76/1 KG),fresh_food,cheese,2025-05-29
Mild Cheddar Slices 10 Pack,£1.39,(£6.95/1 KG),fresh_food,cheese,2025-05-29
British Red Leicester Cheese,£2.79,(£6.98/1 KG),fresh_food,cheese,2025-05-29
British Mild Cheddar Cheese,£2.79,(£6.98/1 KG),fresh_food,cheese,2025-05-29
Cheese Singles 15 Pack,£0.83,(£3.69/1 KG),fresh_food,cheese,2025-05-29
Parmigiano Reggiano PDO,£2.99,(£17.59/1 KG),fresh_food,cheese,2025-05-29
British Mature Cheddar Cheese,£2.79,(£6.98/1 KG),fresh_food,cheese,2025-05-29
British Extra Mature Cheddar Cheese,£2.79,(£6.98/1 KG),fresh_food,cheese,2025-05-29
Cheese 'a' Peel 4 Pack,£1.19,(£14.88/1 KG),fresh_food,cheese,2025-05-29
Barrel Aged Feta Cheese,£2.89,(£14.45/1 KG),fresh_food,cheese,2025-05-29
Mascarpone,£1.39,(£5.56/1 KG),fresh_food,cheese,2025-05-29
Burrata,£1.99,(£15.92/1 KG),fresh_food,cheese,2025-05-29
Mozzarella Di Bufala Campana PDO,£1.69,(£13.52/1 Kg drained),fresh_food,cheese,2025-05-29
Grated Grana Padano Cheese,£1.65,(£16.50/1 KG),fresh_food,cheese,2025-05-29
Parmigiano Reggiano Shaved Cheese,£1.65,(£20.63/1 KG),fresh_food,cheese,2025-05-29
Cheese Triangles 8 Pack,£0.99,(£7.07/1 KG),fresh_food,cheese,2025-05-29
Light Cheese Triangles 8 Pack,£0.99,(£7.07/1 KG),fresh_food,cheese,2025-05-29
Cheese Slices 8 Pack,£0.99,(£4.95/1 KG),fresh_food,cheese,2025-05-29
Light Cheese Slices 8 Pack,£0.99,(£4.95/1 KG),fresh_food,cheese,2025-05-29
Le Gruyére AOP Reserve Cheese,£3.19,(£18.76/1 KG),fresh_food,cheese,2025-05-29
Manchego Cheese D.O.P.,£3.19,(£18.23/1 KG),fresh_food,cheese,2025-05-29
Extra Mature Gouda Holland P.G.I Cheese,£3.19,(£17.72/1 KG),fresh_food,cheese,2025-05-29
12 Months Matured Comté Cheese,£3.19,(£17.72/1 KG),fresh_food,cheese,2025-05-29
